,Unnamed: 0,TID,TWEET,SCORE,SENTIMENT_LABEL,ENGLISH_TRANSLATION,CALC_SCORE,CALC_SENTIMENT_LABEL
1800,1800,8900,ind delhi replac congress jitni aag suraj se nikal rahi hein uus jyda aag abhi congress lagi hein nan,1,neutral,the fire in delhi is not as intense as the fires.,-0.5,negative
1801,1801,8904,mere pet pe laat mat maaro sahab footbal nan,0,negative,don&#39;t kick my ass,-4,negative
1802,1802,8905,meri kya aukat jo mein kisi ki majak bnau meri root khud gaon se judi hui hai ???? nan,1,neutral,"what is my marriage, which person is connected with me, i am attached to my own self ???? nun",0,neutral
1803,1803,8910,actual ink pass ab naaz karn ke liy kuch bacha hi nahi hai haqikat pasand ban,0,negative,"however, there is no escape for the nazbab nazab kurna.",-1,negative
1804,1804,8912,bhabhi ko ashirwad nahi dia shrap dia hoga bmw ne akhileshji ka sabs kharab rajnitik,1,neutral,bhabhi will not be blessed,0,neutral
1805,1805,8915,thank much sir warm wish sabka saath + sabka vika + sabka visvash ( trust ) = victori bharat (  nan,2,positive,thank you very much.,2,positive
1806,1806,8916,kissi ko jaganey ki jaroorat nahi hai ye desh jagh chuka hai aur pakhandi journo ko jaan c,1,neutral,kissi ko jaganey ki jarorat nahi hai yeh desh jaghuk hai aur pakhandi journo ko jaan c,0,neutral
1807,1807,8917,ahamadabad ki jo ghatana bjp k neta dvara ki gei ess pure desh ki janta ko thesh pahunchi hai es ne,2,positive,"in ahmedabad, the incident that took place in the bjp has reached the masses of the entire country.",1,positive
1808,1808,8921,ca n't love ??,0,negative,ca n't love ??,3,positive
1809,1809,8922,agr koi tums kahe teri maa ki ch ** sidha yhi bolna k kash bhgwan ne teri maa ko bhi inni achi di hoti tere,0,negative,"if someone told you that you are the only one who can say this, it would be better for you to say this.",2,positive
1810,1810,8925,congress parti aur opposit parti valo ne tum jais feku bhakto ka pehl se boycott kar diya hota,1,neutral,c ongres perti and opposit perti valo ne tum jaisfeku bhakto ka pehlse boy c ott kardi hota,0,neutral
1811,1811,8926,brigad ak sorri tumn nahi romeo ne btaaya tha parso whatsapp pe nan,1,neutral,brigadier general tumon nahi romeo,0,neutral
1812,1812,8927,aap log kyu serious govt k kaam k hi pich pde h ab bhi insab se koi solut nhi nikaln,2,positive,there is no solution to this problem.,-0.6666666667,negative
1813,1813,8928,ispr sy koi iss video pe koi reaction dein gy ? ? ? ye begairrat ka bacha haram khor fouj ko kia kuc,1,neutral,is there any review on this video? ? ? what a wonderful way to screw people over,4,positive
1814,1814,8929,anshulg1 hahaha hahahaha hah nice u yrrrr ur ga faadu type person love uh,2,positive,anshulg1 havana ahahah had nice u rrrr or ga fraud type person love up,0.6666666667,positive
1815,1815,8934,aaaj kal ka piyar bluetooth ki tarah hogaya hai pass rahi connect warna search new devic ??????????????,0,negative,"aaj kalki is like pierre bluethoth, who is living in a new world.",2,positive
1816,1816,8936,kya tum jais choro ki puja kare kya gandhi ki kuch nahi tha agar sc bose nahi hote aaj bhara,0,negative,why do you know that what is wrong with the soul is not bred?,-2,negative
1817,1817,8940,two sindhi se tum saan lene ki hawa nahi chura sakog fan duur ki baat hai nan,2,positive,you will not be able to make any difference with the sindhi sindh.,0,neutral
1818,1818,8941,ullu wala video hai na ye ?? ism kahe ka sensit materi nan,1,neutral,ullu val video hai na yeh ?? ismkhe ka sensit matari nan,0,neutral
1819,1819,8945,kay gyan mubarak ho aapko chai aur chugliyan mubarak ho hamein nan,0,negative,congratulations on your visit and congratulations on your visit.,2,positive
1820,1820,8950,bkwas band kri bc sallo gashtooo heera,0,negative,bkwx bandkrqi cllo gashtooo heuer,0,neutral
1821,1821,8952,n't miss mauka watch world cup chauka start 30th may 2019 sushilfin worldcupfev,1,neutral,nt miss mouk vatchworld c sub square level 30th may 2019 sushilfin world c subfev.,-2,negative
1822,1822,8958,muslim peopl duffer allah allah wrost illus noth els open eye,0,negative,muslin people suffer allah allah wrist ills not else open eye,-2,negative
1823,1823,8959,harsh bilkul sir patel ji wali reflect h shah ji ki hume toh proud h apn pu,2,positive,harsh bilkul sir patelji vali reflechth shahji ki hume toh proudh apn pu,-2,negative
1824,1824,8961,jo chor hota ha wo motorway ni banata metro ni banata pore mulk ki secur teak ni krta,2,positive,"the ones who steal are the ones who become motors, the ones who become thieves, the ones who become thieves, the ones who become thieves.",-2,negative
1825,1825,8963,said  dadmom thank much support herei miss  cri babi ??,2,positive,said  dadmom thank much support here miss  cry baby ??,0.25,positive
1826,1826,8971,zindagi asaan nhe hoti ?? ... zindagi ko asaan banana parta hai kbhi dua kr k ?? kbhi sabar kr k ?? kbhi maaf kr k ?? kbhi kch naz nan,2,positive,wouldn&#39;t life be easy ?? ॥.। does life have to be easy? qb saber krk ?? excuse me ?? क्वि क्च् नझ् नन्,0.3333333333,positive
1827,1827,8972,galaxy1 mk harshad love khana peena ?????? nan,1,neutral,गलक्ष्य् 1 म्क हर्शद् लोवे खन पेएन ?????? nun,0,neutral
1828,1828,8973,accha mallya ko kyu jaan diya modi ne aur naresh ko bhagan ka plan kyu tha nan,1,neutral,ach mallya&#39;s kyu jandiya modi aur naresh ko bhaganka plan kyu thun,0,neutral
1829,1829,8974,chooriyoun ki dukan give good vibe ? nan,1,neutral,choorioun or dukan give good vibe? nun,3,positive
1830,1830,8976,stand voic muslim communiti wrong miss n't know call u ur bjp mem,0,negative,stand voice muslin community wrong miss n't know call u or by me,-2,negative
1831,1831,8977,bahut kam log apk brother ki tarah hote wish luck fr futur ahead ????.. nan,2,positive,most of the people are like brothers and sisters. nun,2,positive
1832,1832,8980,thefilm best wish bharat ??,2,positive,thefilm best wish hart ??,2,positive
1833,1833,8981,adhyach ji aap ke liy aantim mauka yadi aap p banna caht hi aamal kate aap p ke c ba,1,neutral,the last chance for you if you want to become a member.,1.5,positive
1834,1834,8982,yrf film confirm kaunsa hoga nahi pata nan,1,neutral,i don&#39;t know what the film is about,0,neutral
1835,1835,8987,jab hum kisi ki khushi kharab kartay hain appnay kisi zoom main rehtay howay wo banda nikal hi ata hai situat,1,neutral,"if you want to be happy, you have to be a good person.",2.333333333,positive
1836,1836,8989,apk liy song - momentum ) nan,1,neutral,applik song - momentum) nun,0,neutral
1837,1837,8990,say abba kyari sorri sai baba warn econom growth anywher scapego polic nan,1,neutral,say abbe kari sorry said baby warn economy growth anywhere scapego policy nan,-0.3333333333,negative
1838,1838,8998,ur great leader sir pray god good health aap jaldi thik ho kar vapa aaiy aap jai,2,positive,"if you have been outbid, you have the opportunity to continue bidding.",2,positive
1839,1839,9000,abki bar 370 35a nrc bill rohangiya bhagao famili plan ( hm 2 hamar 2 ) ye kam bht jaruri hai,2,positive,"this is a must have, for any affiliate, promoting any program.",1,positive
1840,1840,9002,special ff special best friend follow - 's good launda sbki hlp krta h anyhw conditi,2,positive,special ff special best friend follow - 's good land ski help area h anyhow condition,2.666666667,positive
1841,1841,9006,nan sweta bharat way vishwaguru hin program base nan,2,positive,non-white indian world teachers did not sit in the program,0,neutral
1842,1842,9007,ncr par ghamasan karney ki jarurat nahi sarkar ney isey lagu karney ka vachan diya hain aur,1,neutral,it is important to note that there is no need for the government to implement it and that there is a need to implement it.,0.5,positive
1843,1843,9010,homeministeramitshah great see chanakya indian polit next home minist hope amit nan,2,positive,homeministeramitshah great see chanakya indian polite next home minister hope amid nan,2.5,positive
1844,1844,9013,maar khane waal hindu ke musalmaan agar hindu hai hum chaheng char hamar se bhee k,0,negative,"mar khan is a hindu of hinduism, i am from hinduism",0,neutral
1845,1845,9020,desh ko ekjoot karn ki kshamta jism h desh ko tarakki ki lejan ki kshamta jism h desh k sabhi jano k vik,1,neutral,exxoning the country to enable the country to prosper,0,neutral
1846,1846,9021,desh ke loktantra ki takat ka yahi rahsya sayad congress aur unk pichlaggu nahi samajh pay isliy j,0,negative,this is the secret of the democracy of the country.,0,neutral
1847,1847,9023,chor vadra bhagn k chakkar h bahaana bnata h treatment aiim bhi h chor vijay mallya banna chahta h nan,1,neutral,chorvadra bhagnk chakkar ha bahan bnat htreatment aimvi h chor vijay mallya banna chaht han,2,positive
1848,1848,9024,ye samjhn mai thori dair lgti hai k neend better anyth nan,1,neutral,it takes a little while to remember that knend better is different.,2,positive
1849,1849,9026,sharma1 abhi sirf ben stoke sikhaya hai bsdk nahi ..???? nan,0,negative,shameless self-promotion for ballistic products and a great bargain on a neat little knife for you. nun,2.5,positive
1850,1850,9032,apki person aur avi ke hisab se apkoo kya hona chahiy drop name tell u ?? 1 doctor 2 hafiz e quran 3. nan,1,neutral,what do you want to do with your persona and avi? 1 doctor 2 hafiz a kuran 3.… nan,1,positive
1851,1851,9033,fake nahi actual ye news hi nahi hai defam sath pictur jo lagai wo bhi g,2,positive,"it is not good for you, it is not good news",3,positive
1852,1852,9034,shri shankarlalwani ji ko bahut bahut badhai aur subhkamnay indor modiphirs electionresults2019,2,positive,shree sankarlavani zi is very well-received and subhkamnya indo modifersale elecionresults 2019,0,neutral
1853,1853,9035,ak hi naara ak hi naam mamta didi jindabaad bengal ke bikash garibo ke baar sochn wali ak hi bengal kanya,1,neutral,akhi nar akhi nahi mammat didi zindabad bengal ke biksharibo ke bar sochnvali akhi bengalkanya,0,neutral
1854,1854,9037,apki bat bhi sahi h kyu ki bjp wale hamesha sadak par utar jate photo ko dekhlo,1,neutral,"you&#39;re right, look at the photos that the bjp has always posted.",0,neutral
1855,1855,9039,block karan walo mai dum nahi hota bhagod hote hai jab jawab nahi de sakat block kara dete hai nan,0,negative,the people who make the blow c are not rotten when they can not give blows.,0,neutral
1856,1856,9040,evm saji hua hai yadi sabut hai cort kyo nahi jate sabhi parti desh aandolan kyo nahi,1,neutral,and it is prepared if there is evidence that why not all the countries of the country movement,1,positive
1857,1857,9043,tu nomi niii hoon q k moo py baat maarti hoon baad byshak apoloj krna prhh jay ?????? nan,0,negative,"whether you want to be a nominee or not, why not make a personal apology ?????? nun",0,neutral
1858,1858,9046,sabka saath sabka vika goa vika totter due goamin ban restartgoamin rais sabka vika modihelpgoa nan,1,neutral,lesson with lesson vic goa vic totter dua goamin bun restartgoamin race lesson vic modihelpgoa nun,0,neutral
1859,1859,9048,iss saal mera record sahi h saalo 1st day 2 film dkhi dono hit uri totaldhama nan,2,positive,issa salmer record sahi hsalo 1 stday 2 films dkhi dono hit uri totaldham nun,0,neutral
1860,1860,9052,sirf saifi saifi ki wajha se khud perform deta nhe larki q dengi ajj imad ka khilna bhot zaror,1,neutral,"just perform the self-cleaning process, but do not pay attention to it.",-1,negative
1861,1861,9056,koh bhaiya overconfid mai mat ratna warna issi tarah pele jayog ???? nan,2,positive,kohbhai overc onfid me matratna varna isi tarhe pele jayog ???? nun,0,neutral
1862,1862,9060,jabtak desh se kathmullo ko puri trah se sidha nhi kiya jyega rss apna kaam krti rhegi aur govt apna k,0,negative,kathmullo has not been fully established in the country since then.,0,neutral
1863,1863,9063,duh dhanush tod diya 3 rupay ka nuksaan kar diya jaao main nahi karta naatak vaatak,0,negative,"give damage to 3 rupees, give me a loss of rs.",-3,negative
1864,1864,9069,sugar pakistani kutt mera bus chale har pakistani musalmano ko goli maar du jo india reht,0,negative,sugur pakistani kutte mere buss chale her pakistani mussalmano to goli mar du jo india rehta,0,neutral
1865,1865,9075,alway proud meen sharfnyyi nowwwww iloveeyouuuu ????,1,neutral,away proud been sharfnyyi nowwwww iloveeyouuuu ????,2,positive
1866,1866,9077,cheerwithprid wish indian team best small mauka mau,2,positive,cheerwithprid wish indian team best small make may,2,positive
1867,1867,9079,kya baat hai hamar india ki ???? # jcbkikhudai,2,positive,why is our india like that ???? # jc bkikhudai,2,positive
1868,1868,9082,insan good even guru pita ji dhan dhan satguru tera hi aasra ???????????????????????? bless everyth guru nan,1,neutral,insangod aven guru pit ji dhandhan satguru ter hi asr ???????????????????? blessings are not masters,0,neutral
1869,1869,9084,aub aap batyeng ki jai shri ram kehna kya hota hai tumlogo ki dukan jis din bund hogi usdin bharat,0,negative,and you will tell me what happens to jai shri ram kehna.,0,neutral
1870,1870,9087,askstar lol ?? asian team ne abhi tak ek bhi match nahi jeeta aur 207 se jayeda kisi asian team ne nahi score ki,1,neutral,"unstable people ?? asianteam did not achieve the status of jeet and since 2004, jade kissi asianteam did not accept",-0.5,negative
1871,1871,9089,ye group suicid kyu nahi manaat ???? nan,1,neutral,why don&#39;t you celebrate this groupup ???? nun,3,positive
1872,1872,9092,mede pr glad part great initi nan,1,neutral,mede praglad pergret initi nan,0,neutral
1873,1873,9098,shahid maqsood na naam na kharab kere ye jo bhi hai,0,negative,this is whatever the name of shahid maksoodna is,0,neutral
1874,1874,9105,s97 hot kameeney repli ?????? nan,2,positive,s97 hot kameaney repli ?????? nun,0,neutral
1875,1875,9106,wrath hi ooooo love lot thank,1,neutral,wrath hi oooh love lot thank,2.5,positive
1876,1876,9107,shafiq7 walekum assalam aameen aapko bhi mubaark dua ki guzarish hai alfiya ?? nan,2,positive,shafiq 7 walekum assalam ameen aapko bhi mubarak dua ki guzarish hai alfi ?? nun,0,neutral
1877,1877,9109,nafrat hai muje un logo se jinh stop baad utarna hota hai lekin leng window seat phir sabko khiskakar sabka saaman hil nan,0,negative,"i hate people who have to get off the stupa, but i don&#39;t want to get rid of the laundry window again.",-1,negative
1878,1878,9110,nehru-gandhi ke nikammepan ko sirf 10 saal hi thoda hi theek kiya ja sakta hai isk l,0,negative,the failure of nehru-gandhi is only 10 years ago,-2,negative
1879,1879,9111,yeh pubg wale bohot chalak ?? hain elit pass k liy pehel pais khich te hain ?? aur bad main majdur ki tarha mission comp nan,0,negative,yeh pubgwale bohot chalak ?? are elite pasplik pelhel paschichte hain ?? and i don&#39;t miss out on much work,-2,negative
1880,1880,9112,yeah hi bjp ke sanskar jo khud ko ek samay ke sath peech hatak doosr nay chehro ko mauka dete hi,1,neutral,here are the links of the british who give themselves a chance to meet the new cheroah with special time.,2,positive
1881,1881,9118,bjp mp say sunni deol se bada rashtravaadi koi nahi hai kyuki handpump ukhaad ke pakistan ko sabak nan,2,positive,there is no one more nationalist than bjp sunni deol because handpump ukhad is not a lesson to pakistan.,-1,negative
1882,1882,9120,congratul modi ji creat histor day indian democraci apna desh surakshit hath nan,2,positive,c ongratul modi ji c reat histor day indian demo c and c e apn desh surakshit hath nan,0,neutral
1883,1883,9127,yie yie ???? nan,1,neutral,yee yee ???? nun,0,neutral
1884,1884,9129,b4 elect media ko gdp kabhi kam hotey hue nazar nhi aaya modi saab ko khud media walo ko batana pada k gdp apn,0,negative,b4 elektmedia&#39;s gdp has never been reduced to rs.,0,neutral
1885,1885,9131,o1 true mai experi kr chuki hu nan,1,neutral,i haven&#39;t missed out on o1 true,-2,negative
1886,1886,9134,kam da vonn made hug thechallenge33,2,positive,kamd wonte made hoog thechallenge 33,0,neutral
1887,1887,9135,bkl mc ko mar mar kar 72 huroo ke pass bhej randi ke suwar ko sabs badya zinda jalao koi mana nahi nan,0,negative,bklmc ko mar markar 72 huroo ke pasbhej randi ke suvar ko sabs badya zind jalao koi man nahi nan,0,neutral
1888,1888,9137,bas 3 hour hain aapk paa taiyaar ho jaaiy guessthecommun win excit gift invit kijiy apn friend au nan,1,neutral,just get ready for the 3rd day of the month.,0,neutral
1889,1889,9138,aisa sabhi nahi kreng jo dikhta hai oh sahi nahi jo sahi hai oh aap ko dikhai nahi de rha hai lif,1,neutral,"this is not all the category that is visible or not, which is not visible or not visible to you.",0,neutral
1890,1890,9140,jo khan agr iss nay mazahmat ke hoti jaan say jati kuch nahi kar sakti thay allah musalmano par raham kara,2,positive,may allah have mercy on the muslims who are not able to do anything like this.,2,positive
1891,1891,9142,jai hind - jai bharat ?? jis din hamar bharat desh ye naara har baccha - baccha bo,1,neutral,jai hind - jai bharat ?? jisdin hamr bharat deshe nar har bchch - bchch bo,0,neutral
1892,1892,9144,movi / albumsari sari raat 2019 songsari sari raat singersmannat noor rajvir jawanda song lyricistshappi raiko,1,neutral,movies / albumsari sari raat 2019 songsari sari raat singersmannat noor razvir javand songlyric istshappi raiko,0,neutral
1893,1893,9145,lanat ho tum per mitoo gay tum aur tuharay aba pakistan mitanay key liay nahi ban,0,negative,lnt ho tum pe mato gaya tum and tuharay now become not the last person,0,neutral
1894,1894,9146,dhan dhan satguru tera hi aasra gud morn sohn saint dr ji bless apna v khyaal rakhna sohn g nan,2,positive,dhan dhan satguru ter hi asr gudmorn sohn santdriji blesss sohn gn sohn gnn,0,neutral
1895,1895,9149,aurat itn kalay log pakistan mei nahi hotay hamari bhikrai bhi amb,0,negative,"and it is not so much in the past, i am my friend.",0,neutral
1896,1896,9150,,1,neutral,nun,0,neutral
1897,1897,9152,rememb atalji 's word histor occas - 'm hope like cartoon ?? modisarkar2 modisw nan,2,positive,remember atalji 's word history occur - 'm hope like cartoon ?? modisarkar2 moist nan,2,positive
1898,1898,9156,jega lool nothn doin ?????? amma sure one best live chat ever happen histori social media nan,2,positive,jena look not down ?????? mamma sure one best live chat ever happen history social media nan,3,positive
1899,1899,9157,aapn us band ko block kar diya ab kya fayda share karn ka asli comment wo deta nan,1,neutral,you do not want to be frustrated if you cannot get the right pitch so invest in a good capo.,0.6666666667,positive
1900,1900,9159,congratul gajju banna hume aasha aap modi ji desh ki janata ke bharos pr khare utarog,2,positive,c.,0,neutral
1901,1901,9162,ghutan si hone lagi uss ke paa jate hue main khud se rooth gaya hun usey manaat hue azhar iqbal nan,1,neutral,"when i found him, i cried out to him.",-2,negative
1902,1902,9164,sabka sath talk modi 's 57-member strong council minist 6 women watch deconstruct thi nan,1,neutral,sake sat talk mode 's 57-member strong council minister 6 women watch construct the nan,2,positive
1903,1903,9169,congratul dear brother ji himmat mardmard khuda god bless success whole life nan,1,neutral,congratul dear brother i himmat mardmard thud god bless success whole life nan,1.75,positive
1904,1904,9171,ism parti ko mention karn se koi fayada nahi iss mansikta ke log har jagah h sabs peh,1,neutral,there is no point in maintaining the status quo.,-1,negative
1905,1905,9177,sach balun aaj tak bjp k aur modi high qualifi chamch hai bjp kuch v bole sab sa,2,positive,sachbalun aajtak bjpk aur modi highqualifi chamcha hai bjp kuchw bole sabs,0,neutral
1906,1906,9181,dil jigra ek hi lekin isp har bar kurban kar du bharat ki salman khan,2,positive,delhi jig exh but ispar ber kurbarkar dhu bharat ki salman khan,0,neutral
1907,1907,9182,sale feku gappu elect k time jisko gali deraha tha aaj usikoi tribut deta hai biggest hypocrit centuri nan,0,negative,sale pheku gappu alektikme jisko gali derah tha aaj usikoi tribut det hai biggest hypocritic enturi nan,0,neutral
1908,1908,9183,shukla thank let us know sachin 'm realli sorri know internet anyt,1,neutral,shuya thank let us know machine 'm really sorry know internet any,0.5,positive
1909,1909,9184,sahi kaha nikhil sir jb bjp ne ko bycott kr dia sirf isliy ki wo apna kaam kr rhe bina k,1,neutral,"true, this can be bypassed-but not unless you&#39;re a techie who knows what he&#39;s doing.",0,neutral
1910,1910,9186,badhai ho modi ji ( ????? ???? ) ?????? ?????? ?? ?? ??? ??????? || ?? ??? ???? ???? ???? ?? -2019,2,positive,badhai ho modi ji (????? ????) ?????? ?????? ?? ?? ??? ??????? ॥ ?? ??? ???? ???? ???? ?? -2019,0,neutral
1911,1911,9187,samay samay ki baat hi rathe ab modiisnodivid timemagazin ispr kch boln ki himmat bc,1,neutral,"time and time again, mr. modi modi",0,neutral
1912,1912,9188,didyouknow veteran actor sunildutt hold entri guin book world record film yaadein ca nan,2,positive,didyuknov veteran aktor sunildutt hold entry guin bookworldrec ord filmyadein,0,neutral
1913,1913,9189,rahul gandhi ko chowkidar chor hai ka nara bhut bhari pad gya kuki wo khud bail,0,negative,rahul gandhi is the man who chooses to pay his respect,-1,negative
1914,1914,9190,itarsi ward 2 ka parsad bjp ke sare 1500 vote congr parti ko dilwana chate hai viswa nahi hot,1,neutral,itarsi ward 2 k parsad bjp k surrey 1500 vote c ongr parti ko dilwan chatte hai vishwa nahi hot,0,neutral
1915,1915,9195,sohail wah superb isi lia celeb walay kam bhi shuru kar dia apa nay unfollow kar k chali gya ???????? anyway congrat bhai ji nan,1,neutral,sohail wah superbisi liac alablya kambi has started up and started new unfolding work ???????? otherwise,0,neutral
1916,1916,9203,aakash institut uttarakhand medic / # iit jee coach,1,neutral,aakash instut uttarkhand medi c / # et jac oach,0,neutral
1917,1917,9208,?? kinna pyara gaana hai & pain sound good ?? heart warm video,2,positive,?? kinna pyar gaan hai &amp; pansound good ?? here&#39;s the video,3,positive
1918,1918,9218,mohobbat ka kissa sabhi ka thha hissa thhi chaandi ki gudiyathha soney ka gudda nazar lagg gayi iss dosti ko,1,neutral,mohobbat&#39;s story is all that is part of the moon;,0,neutral
1919,1919,9219,bhakt2 nahi yaar congresiyon ne desh barbaad kar diya 70 saalon mein modi ji akeley ke damn par,1,neutral,devotees are not the only ones who have ruined the country for 70 years.,-2,negative
1920,1920,9221,oye meri charact per mat jao ji mai ne kisi ko dhoka nhi diya hai ji aur meri post par na b,1,neutral,"oy meri kar chari katwar ji, i have not beat anyone whom and my post is not",0,neutral
1921,1921,9232,619 ajkl sari inform free milri h free youtub p usk accord kh,1,neutral,6119 ajql siri informa frai milre ha frai youtub p,2,positive
1922,1922,9234,got one wish duaa night growingupmuslim nan,1,neutral,got one wish dura night growingupmuslim nan,1,positive
1923,1923,9239,one kind word chang someon 's entir day .. ! ! wait love n smile long,2,positive,one kind word change someone 's enter day .. ! ! wait love n smile long,2.333333333,positive
1924,1924,9242,ye india gandhi ka nai h nehru ka tha ab hmlogo ka h gandhi se aajadi ke bad congress ko bhang karn,0,negative,"it is the smell of india, the smell of nehru, the smell of honey, the smell of it, the smell of it today.",0,neutral
1925,1925,9244,jos buttler bowl wahab ?? nice sweven 's dream alway pakistani first engla,2,positive,joy butler bowl what ?? nice seven 's dream away pakistani first engle,2.333333333,positive
1926,1926,9246,inkey saath desh ki saari junta jiti hai yadav ji yeh desh bhar ke chowkidaaron ki jeet hai varna aap jai,1,neutral,inke sath desh ki sari junt jiti hai,0,neutral
1927,1927,9251,127 crazi day haha super cool meet ??,2,positive,127 crazy day hata super cool meet ??,0.6666666667,positive
1928,1928,9252,love angel kaiko g n nhi rha aaj jagrata karunga devi maa ke vast ???? nan,2,positive,what is the matter with the goddess karung today? nun,1,positive
1929,1929,9254,aur jab kahin koi bomb blast hota hai sab se pahl yhi log media trail lagat hai ki secur ne apna kaam nahi kiya nan,1,neutral,"and whenever there is a bomb blast, first of all, it seems that the media has not done its job.",-1,negative
1930,1930,9255,rathe baba ramdev ka pura busi model hi hai nation desh ka gau mutra ???? nan,2,positive,rathe bab ramdevka pur busi modelhi hai nation deshk gau mutra ???? nun,0,neutral
1931,1931,9258,abey khandaani chor tu chor hai har koi chor dikhega rahi chatn ki vo tums,0,negative,abey khandani chor tu chor hai har koi chor,0,neutral
1932,1932,9260,bhut shi proud ?????? nan,2,positive,bhutshi proud ?????? nun,2,positive
1933,1933,9264,manish siddhuquitpolit seem two day row hashtag trend kuch lihaz kar lo baatein aa nan,1,neutral,manish siddhuquitpolitsemto dayo rov hashtagtrend kuchlihz karlo batein aa nan,0,neutral
1934,1934,9265,tum respect famili se hote tu nawab sahab tmay dera bughti se nhi nikalta nan,0,negative,"while you are in peace, you are not happy with the death of buddha",1,positive
1935,1935,9266,shayad shair hume uns shikaayat nahi shaayad meri kismat chahat nahi meri taqdeer ko likh kar uparw,2,positive,"maybe i&#39;m not complaining, maybe i&#39;m not lucky enough to write my destiny.",3,positive
1936,1936,9271,haha omg din ke sare sapn sach nahi hote thank god nan,1,neutral,"oh my gosh, dreams don&#39;t come true. thank god",1.333333333,positive
1937,1937,9275,ye jo gaurakcha ke naam pe muslimo ko mara jata hai dahst failayi jati hai plspls isap koi action lo,2,positive,this is the death sentence for muslims who die in the name of gaurach.,-2.333333333,negative
1938,1938,9277,saal ameer gareeb kuch nahi hota buss khwahishons ameer raho aur unh paan koi kasar na ch,2,positive,"if you have been outbid, you have the opportunity to continue bidding.",2,positive
1939,1939,9278,sir appko kitn bade bade lok badhai de rehen hong mera badhai aap ke pass pahanchega ki nehi pa,1,neutral,"no matter how many people you give to sir app, no matter how many people come to you, no matter what.",0,neutral
1940,1940,9279,tum jio hajaro saal thank imrakhan full famili nan,2,positive,you are not a thousand-year-old imrakhan full family,0,neutral
1941,1941,9281,keht hai khaana khilaana neiki hota hai aiyy iss ramzan hum aur aap milkar thori neiki kare everi 5 follo,2,positive,keht hai khan khilan neikt hoi ayy isrzmn hum and aap milkor thori neikare everi 5 follo,0,neutral
1942,1942,9284,set steal heart second song kabirsingh kiara,2,positive,set steal heart second song kabirsingh tiara,-2,negative
1943,1943,9285,srf 1 day left us insan ke brday mae jo mere famili ka aik member hae mere bheno tara lucki sis like u life ... @ callmemeeru ?? nan,2,positive,only those who are members of my family are my brothers and sisters in sicily. c allamemeeru ?? nun,0,neutral
1944,1944,9286,saw ulaganayagan sir vishwaroopam vishwaroopam2trail ?? . cant wait share guy 5pm nan,2,positive,सव उलगनयगन् सिर विश्वरोओपम् विश्वरोओपम् २ त्रैल् ?? . c अंत वैत्शरे गुय् 5 प्म्नन्,0,neutral
1945,1945,9294,stalk mama fb happi see live life daghana laag niya uyi ?? nan,2,positive,stalkum mum phabhapi see live life daghan lagniya ui ?? nun,0,neutral
1946,1946,9296,whi issu scholership yay social media ki mehrbani hai k ab koi kam chup nahi sak,2,positive,vissu scholarships,0,neutral
1947,1947,9297,bhai koi chinta nahi nishant verna ashutosh mishra aur bahut sare congress ke unoffici spoke,1,neutral,no worries.,-1,negative
1948,1948,9298,bridg charsii kuch like kai ley maini troll tou nhi kiya apko nan,1,neutral,bridg charsi kuchlike kai ley maini troll tou nhi kiya apko nun,0,neutral
1949,1949,9303,bc bhaag gaya phir 4daystobharat,1,neutral,blc figure finding dystobarthara,0,neutral
1950,1950,9304,bilaw jo gender ident crisi main phasa hua keh rhi apna sir scarf main phasa hua nazr ni ata isko ?? nan,1,neutral,bilvo jo gender identcrisi manfus hua kehri apni sirc arf manfus hua nazrni at isko ?? nun,0,neutral
1951,1951,9306,ha bhos r ke mathura tumhar jija lagt na topi wale tabhi pet dard nahi hua jamanat,0,negative,"yes, i am not a pain in my heart.",-0.5,negative
1952,1952,9315,love guru ji pleas accept deep obeis infinit pranam love & thank love - pravin nan,2,positive,lowe guru ji plays acpt app deb obein infinit pranamlove &amp; thanklove - pravinnan,0,neutral
1953,1953,9320,sardarji ab polit chhod ke world cup dekho chupchaap hypocrisi ki hudd hai nan,2,positive,look at the world of surgery.,0,neutral
1954,1954,9323,best moment prithvi singh say - launda serious h total love,2,positive,best moment prithvi sigh say - land serious h total love,1.333333333,positive
1955,1955,9327,bjp congress sp bsp koi bhi ho yeh kbhi musalmaan ko aag laan ki baat nhi kreng,0,negative,bsp c ongress bsp bhi koi bhi bhi bhi khan ki bahi ki baat nah kreng,0,neutral
1956,1956,9328,1224 yayyyyyi happi ! ! ! go amaz mom congratul nan,2,positive,1224 yayyyyy happy! ! ! गो अमज़ मोम् c ओंग्रतुल् नन्,3,positive
1957,1957,9329,ye qanoon - e-fitrat hai social system jo khuda n design kiya mard ko hi agay chalna hai wo dun,2,positive,yeh kanoon - a-fitrat hai socialsystem jo khud ndesignkiy mard ko hi agay chalna hai wo dun,0,neutral
1958,1958,9338,kyunnnnnnnnnnnnnnnnn takl ko invit nahi kiya pmo ne kyun ????????,1,neutral,kyunnahnahnahnahnahnahnah takla did not invite pamo ????????,1,positive
1959,1959,9341,aapn kaam kiya hai iss koi inkar nhi kar sakta lekin aapko vote isliy nhi diya kyuki aapn itn galat decisi,2,positive,"there is no denying that you can do this, but you are not allowed to do so because you are so wrong.",-1.666666667,negative
