,Unnamed: 0,TWEET,SCORE,SENTIMENT_LABEL,ENGLISH_TRANSLATION,CALC_SCORE,CALC_SENTIMENT_LABEL
4309,4309,mohobbat good nyt pita ji ~?????? dhan dhan satguru tera hi aasra ?? 'm sorri mistak kind forgiv ?? nan,2,positive,mohobbat good m mistake kind forgive न्यत् pit dhan dhan satguru asra sorri nun,1,positive
4310,4310,beg pm modi life aimim presid barrist asaduddin owaisi quoet tweet raju bangay nan,1,neutral,pm life preside sweet beg ऐमिम् burist asaduddin owaisi quoet raju bangay nun,2,positive
4311,4311,fatymah dhoka good thing help us understand peopl world nan,2,positive,good thing help us understand people world fatmah the beat nun,2.5,positive
4312,4312,koi chhattisgarh ka bane kabhi ? ? ? ??.. bhopun chamcha das ?? nan,0,negative,chhattisgarh bane भोपुन् spoon the nun,0,neutral
4313,4313,ram ram dosto good night,1,neutral,ram ram good night friends,3,positive
4314,4314,ja bhadv aur ag baar se hamar home minist ke baar galat shabd mat use karna warna troll,0,negative,home use toll j भद्व् fire the bar hum minist the bar accidental words mt vern,-2,negative
4315,4315,sir due respect ye evm ke wajah se nahi hai ye hamar desh aap kal wahi jitega jo,1,neutral,sir due respect and the reason hum country kal that will win,0,neutral
4316,4316,rahul gandhi arvind kajerw ka kyo sukh gaya muh aur kaho chokidar chor hain dhekadiya na juan chor aur kaun ima,0,negative,paul gandhi around kajerv why happiness mouth say chokidar chor dhekadiya juan chor im,3,positive
4317,4317,secretofposit saint dr singh ji insan dhan dhan satguru tera hi aasra,1,neutral,secretofposit saint dr sigh insan dhan dhan satguru asra,-2,negative
4318,4318,ya allah pakistan ki awam ki sunn nahi raha khud candid ki hee sun ly ????,1,neutral,parisian candid he sun allah अवम् listen himself ल्य्,0,neutral
4319,4319,koi baat nahi joint famili system ho ga gher main amna samna nahi hota ho ga nan,2,positive,joint system main baat family c surround amn summons c nun,0,neutral
4320,4320,chor ko izat g han pakistan k sb se baray chor nawaz sharif ko choriya karnay pr izzat welldon,0,negative,parisian away sharp chor honor yes sb buroy chor thief कर्नय् honor वेल्ल्दोन्,1.666666667,positive
4321,4321,har jagah madam sir,1,neutral,madam sir her the place,0,neutral
4322,4322,aaj bses may maynay 6 complaint kari light sahi nahi hui status close kar diya kyu kuch pata nahi custom care may,1,neutral,may complaint light status close custom may aaj bess मय्नय् do that&#39;s right some pet c hey,0,neutral
4323,4323,31 sang chal rahe hain dhoop ke kinaar chhaaon ki tarah stumbleduponthison stillstuckher maharashtra h nan,2,positive,stumbleduponthison stillstuckher maharashtra with let&#39;s go wash up edge want to nun,0,neutral
4324,4324,hmaray saray maslay e ping k hein aur ajkal tou emul pe hacker ka raaj tencent walay ban b na,1,neutral,king soul packer recent hmr head muscle a ajkal tou the state ring the bun,0,neutral
4325,4325,nilesh56 teri dar k lau de jake chat le apn na za yaz baap ki lulli nan,0,negative,jake chat nilesh door flame give take z yaz father lully nun,0,neutral
4326,4326,iss advic pe dhyaan nahi dena hai boy ghabrana nahi hai,1,neutral,advice boy meditation the gift dusty,0,neutral
4327,4327,extrem welcom decis though latemodi se jada imag kharab congress ka godi media ne kya hai nan,1,neutral,though had congress media एक्ष्त्रेम् velcom give this latemodi imag kharab the dock nun,0,neutral
4328,4328,happi birthday iqbal saqi allah pak apko lambi umar ata farmi kush rho piyari bhai @  nan,2,positive,birthday equal who hippie can allah pucca of you long age therefore firm leprosy pieri nun,0,neutral
4329,4329,war game one best doctor stori ever btw hill glad die ha,1,neutral,war game one best doctor ever bow hill glad story lamps,1.333333333,positive
4330,4330,congratul pm sir mai eshwar se kaamna karta hun eshwar aapko lambi umar de bharat ke sabhi jaati ke dil,2,positive,congratul pm sir me eshwar काम्न are eshwar long age give bharat cast delhi,0,neutral
4331,4331,babasiddiqueiftaar2019 pichl saal ki tarah baar bhi baba ne rakhi hai shandaar iftaar parti,2,positive,rich iftaar babsiddiqueuifta years the bar bub keep शन्दार् per,2,positive
4332,4332,kee sha thank much tristan nan,2,positive,thank much cristal ka sh nun,2,positive
4333,4333,nsharif zak lanat ho ese bete pe jo apni maa ko qabar nah,0,negative,nsharif zuck lant like this bete in the grave no,-1,negative
4334,4334,fenku tumhara modi hai congress boln pe believ nhi krta nan,0,negative,congress believe throw to speak nhi krt nun,0,neutral
4335,4335,wo jo gaan hai jo ki lip sync nahi unk koi mayn hai nahi jo bhi gaan jo hit hue hai wo lip sync ke hue h,1,neutral,lip son hit lip son गान् unk mayn गान्,0,neutral
4336,4336,singh hearti congratul vest huge respons dealt immedi nan,2,positive,sigh heart congratul vest huge dealt dimmed response nun,-0.5,negative
4337,4337,singh thore sir aap sabs ach father ho jo aapk pass etn,2,positive,sigh sir father pass ten few subs good your,0.5,positive
4338,4338,india walon ko tatti k ilawa kisi ki fikar nahi hai washroom banwalo phir tatti krna aes har jaga gand nahi p,0,negative,india law mushroom as वलोन् that&#39;s it care banwalo that&#39;s it क्र्न her world dirty,0,neutral
4339,4339,wish best luck hope see good work least 5 year warna band pichl 5 salo baji hi hai nan,2,positive,wish best luck hope see good work least year band rich vern hello the bell rang nun,2.333333333,positive
4340,4340,aktu jayga dena kidnap wow love song ?? 'm hyderabad 'm come kolkata ei,2,positive,kidnap now love song m hyderabad m come kolkata akatu jaig the gift ae,3,positive
4341,4341,sorri sir bt aap kharab ladk se bhi jyada kharab ho ?? aap baap hokar apni,0,negative,sir sorri b kharab boys more kharab father hocker,0,neutral
4342,4342,sir meri wife ko 1hafta ho gya hospit ke chakker lagat abi tk doctor ne koi medisen nhi di aur,1,neutral,sir wife hospital doctor week ग्य चक्केर् लगत् abi त्क् मेदिसेन् nhi on,0,neutral
4343,4343,najar hello moham algerian unit kingdom ???? ???? love palestin ???? nan,2,positive,hello wallerian unit kingdom love sight love palestine nun,3,positive
4344,4344,kaun hai plzz ek name bta jo congress mein ho say rahul,1,neutral,name congress say paul plzz bt,0,neutral
4345,4345,congrax kareem bhai ..?????? rocki meri celebr qween dramra tinni k se kareem sir app dono ko ji nan,1,neutral,contra career queen career sir pp cry that c liquor tiny both nun,0,neutral
4346,4346,sir pahl se dher sari subhkamnay hamar pradhanmantri ko ???? motichoorladdocak sir hame,2,positive,sir motichoorladdocak sir first many head सुभ्कम्नय् hum prime minister us,0,neutral
4347,4347,abbasi 's careem wali umer nahi hai meri wesey bhi kabhi apun careem mae nahi betha ?? nan,1,neutral,abbasi s wesel c aream wali age अपुन् c aream mae beth nun,0,neutral
4348,4348,hatsoff thalaivaa ! ??? sure deserv nation award thiz one career best act ! ???? thiz ngkumar nan,2,positive,sure desert nation award this one career best act this hatsoff thalaiva ngkumar nun,3,positive
4349,4349,bjp ke raaz mei kbhi light nhi gyi bc yha congress waaley roz light kaat rhe hei ???? nan,0,negative,ran light bc congress light bjp q. nhi gyi this guys roz timber the way nun,0,neutral
4350,4350,love & support matter strong ???? fight ???? happyelfday yesungislov ??????,2,positive,love support matter strong fight happyelfday yesungislov,1.4,positive
4351,4351,ak bhai abhi tak kisiko kuch mila hai kya gift nan,1,neutral,gift ak some the mill nun,2,positive
4352,4352,congratul dear pm ji aapko jeet ki bhut subhkamnay aap desh ko aag le chalo pura desh aapk,2,positive,congratul dear pm j.e.t. ghost सुभ्कम्नय् country the fire take let&#39;s go pur country your,0.5,positive
4353,4353,pm modi ji lalru mandi pin code majra post lalu jila motihari madrasi mein rehn wala hamar gaon mein panchayati g,1,neutral,pm pin code mavra post motihari rein lallru recession lulu jill madrasi hum गओन् panchayati,-2,negative
4354,4354,crush ???? wo cute ki dukan ni factori h ???? nan,2,positive,crush cut shop free fc tori nun,-0.3333333333,negative
4355,4355,badola shame still backward countri head .. ? illiter ppl shld punish nan,0,negative,shame still backward country head leiter pp shed punish badol nun,-2,negative
4356,4356,rajeevkhandelw flop actor tha h aur rhega maiya kth se lath mar k nikali thi aur industri se bhi phenk diya tha nan,0,negative,flop actor th late रजेएव्खन्देल्व् stay maye die came out industri throw nun,-2.5,negative
4357,4357,let 's see kaun jeetega ca n't wait watch action 130 pm engvsa # cricketkacrown nan,1,neutral,let s see wait watch action pm cricketkacrown jaateg c a न्त् engvs nun,0,neutral
4358,4358,koi alem kuch nahi bolay ga baigherti ki intha kar di bibi pirni nai k govt ko khrch,1,neutral,got alem some speak c baigherti inth on bibi pirni of course the expenses,0,neutral
4359,4359,love everyon know get precious kutto art ; ) love theme like though nan,2,positive,love everyone know get precious art love theme like though dog nun,2.666666667,positive
4360,4360,look forward sincer post day time wish eid mubarak muslim u,2,positive,look forward post day time wish did mubarak muslin sync,1,positive
4361,4361,pakistan ki aukat photo hi dikh gyi nan,0,negative,parisian photo okt look gyi nun,0,neutral
4362,4362,jo log desh ko todn ki jatiyo ko bantn ki secular k naam,2,positive,secular country तोद्न् jatiyo बन्त् name,0,neutral
4363,4363,pehl yeh bata tu kya ukhhad raha tha pehl agar safe hand mein nahi bhi hota apahij chul,0,negative,safe hand pehle gall you उख्हद् pehle august indigestion chul,1,positive
4364,4364,sound fit much better origin song apna naam badal doon ya tera naam chhupa,2,positive,sound fit much better origin song name change दोओन् name whip,1.5,positive
4365,4365,jit ho gyi isk sath jo kuch difficulti face krni pad rhi hein unk baar men bhi btaiy formal hi kar dijiy nan,1,neutral,difficult face pad formal jit gyi isk सथ् some krni rhi unk the bar main by the way registered nun,-1,negative
4366,4366,jitni tum lucif ki batyn krchuki dekhna pri ga ab bs nan,1,neutral,is as much as luc if बत्य्न् क्रचुकी to see pre c nun,0,neutral
4367,4367,shabi kadir mubarak may almighti forgiv sin bring joy,2,positive,mubarak may almighty forgive bring joy shabi kadir sin,2,positive
4368,4368,sahi h sir jazb ko kabhi kam hone nahi dena ladaai hum bhi aapk sath h social media ke jari,2,positive,sir social media that&#39;s right jz cum the gift loading your सथ् the way,0,neutral
4369,4369,girl001 dm ty banda kr le pr tusi gallan bhot kaddi oo nan,1,neutral,girl do t off kr take tussi गल्लन् bhot pumpkin ooh ooh nun,0,neutral
4370,4370,& minakshiji thank excel report draft nagar district tri sound suffer nan,2,positive,thank expel report draft agar district sound suffer minxiji tri nun,-0.6666666667,negative
4371,4371,mcd worker ka paisa rok ke wo sochta hai ki wo jeet jayega uss bda bewakuf koi nhi hai nan,0,negative,worker म् c द् money rok thought j.e.t. jayge big unintelligent nhi nun,-0.5,negative
4372,4372,sale tere abba90000kutto ki line pe pent khol ke khada tha 1971meor request kar rha tha,0,negative,sale line request abbakutto paint open up khad mayor,0,neutral
4373,4373,sham tum logo ke media ne tums koi sasta nasha karwaya hai pakka q ke pehl ji,0,negative,sham log media q you cheap decimation karvaya sure pehle,0,neutral
4374,4374,insan1 thanx sweet love dii msg papa bless u alway dhan dhan satguru tera hi aasra welfarebydssvolunt nan,2,positive,than sweet love mug bless away welfarebydssvolunt insan given pop dhan dhan satguru asra nun,2.333333333,positive
4375,4375,500m + view dhanush sir saipallavi song rowdybabi ?? 6 month ??,2,positive,m view danish sir song month sapallavi रोव्द्य्बबी,0,neutral
4376,4376,123sms jeeto pakistan ke tarf sa deal box lo apna account chod ???????????? madem zara nan,1,neutral,parisian deal box account sms jayato tarf s take the fourteen madame the need nun,0,neutral
4377,4377,chai nzr tez kro aa jay da mzr nan,1,neutral,jay cha nzr fast crow come the mzr nun,0,neutral
4378,4378,happi happi bday kas love share stage great energi great vibe aao parti karein nalasopa nan,2,positive,day love share stage great great vice hippie hippie who energi come per nalsop nun,2.5,positive
4379,4379,bilkul aayega bahut der haath hilan ke baad time aata ha,1,neutral,time absolutely will come country hands हिलन् inside,0,neutral
4380,4380,mashaallah excel love allah kareem aap donno ko behisab tarqi kamyabi khush,2,positive,expel love career mashallah allah dono many logic lack of happiness,1.333333333,positive
4381,4381,ajit wo gunda gandhi jisaka beta musalaman bana kya gandhi murkh gadaha tha jo etihash nahi padha tha jo,0,negative,gandhi beta gandhi ajit hooligan whose muslim foolish donkey history position,-2,negative
4382,4382,bharat mata ki jay modi ji aapko bjp team leader ko bhut bhut dhanay bad nan,2,positive,jay team leader bad bharat the vote bjp ghost ghost thank you nun,-1.666666667,negative
4383,4383,meri itni gaandi aulad nahi ho sakti,0,negative,such gandhi child sakti,0,neutral
4384,4384, jaan  word various mean respect prioriti love & care nan,1,neutral,  word various mean respect love to know prioriti c hey nun,3,positive
4385,4385,know fuss stop today good growlertogo shoplocalswiftcurr,0,negative,know fuss stop today good growlertogo showplo c alswift c ur,1,positive
4386,4386,tum jais logo ki kahn se kuch nahi hota tum jais log bas kutto ki tarah bhoukat raho bas,0,negative,log kann jais some jais just dog भोउकत् just,0,neutral
4387,4387,epidur hurt ?? & terrifi needl lmao okkk see ?? nan,1,neutral,spider hurt terrific need may see okkk nun,1,positive
4388,4388,best tast mohali chaat ka chaska get readi delici indian street food ?? chaat food foodi streetfoo nan,1,neutral,best moral chase get ready indian street food food streetfoo proof chat delicacy chat fayodi nun,3,positive
4389,4389,abhivyakti ki aazadi ? ? ? ? jay shree ram ????? jay hind,1,neutral,jay ram jay the expression free shreya india,1,positive
4390,4390,iamshonali fuck wrong bijaan sunochanda2 pleas tell tri teach masuma jalal less nan,0,negative,fuck wrong pleas tell teach mamma all less emshonli बिजान् sunochand tri nun,-3,negative
4391,4391,caralho eu nunca fiz uma janta completa da í ontem que eu esforcei pra fazer tudo e tava orgulhosa da í chega hoje,1,neutral,c one नुन् c अ fizz um janta c omplet the í ओन्तेम् qué one esforcie q fazer you a तव orgulhos the í cheg hoje,0,neutral
4392,4392,looool repli best nan,2,positive,best loaool repli nun,3,positive
4393,4393,sanjay chor ye kais sabit ho raha hai ki marn wale bjp ke hain ? ? ? kya sirf bjp ka virodh karn ka,1,neutral,sunday chor cas proof die bjp only bjp opposition to do,-3,negative
4394,4394,mujh samajh nahi aata jab hum karyakarta unk netritva par vishwash rakht hain vipa,1,neutral,me understand inside karyakarta unk leadership world keep wip,0,neutral
4395,4395,bhai english seekh li ? ? ? ? ya baar bhi best bowler bn k translat ki zrurt prri gi ? ? ? ? nan,1,neutral,english best bowler translate sekh li the bar bn zurt pres gui nun,3,positive
4396,4396,sahi hai laat maro ghoosa maro aur behen bana lo yeh aurat b kaisi hai isko apni izzat b pyari nahi ais aad,0,negative,that&#39;s right lat die ghoos die behen take the and cassie honor puri ace aad,-1.333333333,negative
4397,4397,fass gaya bjp ka hinduttwa agenda mai ???? hisab se tere dp mai jo hai wo pakistani deshdrohi hai waah ???? nan,0,negative,agenda up pakistani fuss bjp hindutva me hissab me traitor wow nun,4,positive
4398,4398,pahthon ne sai chor bzari gram kr rkhi kaptan chpal k name pe inki chpal ko koi puchta nhi tha ab oqat,0,negative,gram canal name canal पह्थोन् sai chor brazier kr rkhi captain inc. confirmed nhi okt,0,neutral
4399,4399,see new face obsess love first poster televis actor karanvirbohra 's debut film,1,neutral,see new face abscess love first poster pelvis actor s debut film karanvirbohra,3,positive
4400,4400,love much latex julia ???? . look sexi wear latex suit ???? nan,2,positive,love much later julia look wear later suit cell nun,3,positive
4401,4401,isk kaan bjlp k leaderon k bhdkau bhashan nahi ghuseng kyuki sar se payr tak gulami aur chaploosi la,0,negative,help chaploosi isk ears leaderon भ्द्कौ भशन् घुसेन्ग because all love gooseberry le,2.5,positive
4402,4402,notambani jame harden ko dadi katn ko mat bolo warna adha american dadi catlega nan,1,neutral,garden american notambani frozen ददि कत्न् mt say vern half ददि c atleg nun,0,neutral
4403,4403,mr pm modi ji aur bjp adyaksh amit shah ji ko loktant ke es sabs bade parv ki jeet ki bahut bahut,2,positive,mr pm shah bjp additional amit लोक्तन्त् s. subs badhe parv j.e.t.,0,neutral
4404,4404,tu sbse bda chatukar h sale kbhi kbhi akilesh ka aam chusta h kbhi sivpal ka kuch bjp ka aam,0,negative,sale signal you sbse big quaternion q. q. akilesh am tight q. some bjp am,1,positive
4405,4405,flim industri ne bharatiy sanskrti sabhyata ko khatm ker diya salaman ho yadusara koi yaha sex koi,0,negative,sex film industri indian culture civilized finished care salman yadusar this,2,positive
4406,4406,back india back stop bull shit analysi everyon know ol,1,neutral,back india back stop bull shit everyone know analysis ol,-2.5,negative
4407,4407,cri babi modi pe tatti bhi kart ho aur dhone ke liy ussi se magga maang rahe ho nan,1,neutral,c bubi that&#39;s it duty the wash li ussi mug demand nun,-1,negative
4408,4408,amma u 's choic us 's mandatori wow super govern kudo nan,2,positive,s choice us s now super amm slow down गोवेर्न् jump nun,3,positive
4409,4409,dunno swap hume vierra see nan,1,neutral,funny swap hume see weirr nun,4,positive
4410,4410,hope drake chanc never debat ppl act app tho idk ?? nan,1,neutral,hope drake chance never pp act pp the ink debt nun,0.6666666667,positive
4411,4411,ye baat congress ko aur vaampanthiyo ne pdhi nahi h isliy kyu ki angrejo ne unh kbhi mara nahi un,0,negative,congress baat vampanthiyo pdhi islaia angrejo them q. die them,-3,negative
4412,4412,k01 isk paa kapd bhi nahi aur ye star kehti hai apn aapko itna bhi kun kharch kiya u,1,neutral,star wh isk pa कप्द् kehti so much कुन् expenses,0,neutral
4413,4413,bro ap khud dekhlo babar imam play run te ahmad shahzad ki b tareef nahi karo g,1,neutral,brow play run shahzad himself see you buber im that ahmad taref do do,0,neutral
4414,4414,naa idhar di gal na udhar di gal karang seedh dildig ith link vich video dekho,1,neutral,it link video no idar on gal the balance on gal kareng second dildig विच् look,-1,negative
4415,4415,gujju khana khane jarur aayeng bhaisaab,1,neutral,gujju khan khane must आयेंग buffalo,0,neutral
4416,4416,sir ji iss humsafar train ki bhi sudh lijiy kabhi koi concess nahi top dynam price bhi bad f nan,1,neutral,sir train top dream price bad f humsfar sudh लिजिय् c ess nun,0,neutral
4417,4417,bharat gst k naam pe garibo se paisa loot kar ameero ka karza maaf kar k chain nahi mila inko ab logo k,0,negative,loot chain log bharat gst name poor money ameiro debt sorry the mill inco,-1.666666667,negative
4418,4418,two chowkidaar bhi ek post hai ji aap ni samjhog bina kissi moh ke bhook rehk bhi shor machan ka maza ?? nan,1,neutral,two post short mahan चोव्किदार् free remember without bin anecdote moh bhokok reek fun nun,2.5,positive
4419,4419,30 may ghanta bharat band modi welcom nan,1,neutral,may band hour bharat velcom nun,0,neutral
4420,4420,proud call first show actor ?????? lautn ki tamanna hai meri aur waapsi ka bhi yakeen hai mazhab ha nan,2,positive,proud call first show actor manna return return ykn mb nun,2,positive
4421,4421,shukr beauti form ibadat allah love thank everi bless matter small one nan,2,positive,beauty form love thank bless matter small one fri इबदत् allah everi nun,2,positive
4422,4422,doubt great work museum se ziada iss mulk mein r & ke institutiona ki zaroorat hai nan,1,neutral,doubt great work museum r ziad country institution zoroat nun,1,positive
4423,4423,khan saal kmine ab kaha h owasi nan,0,negative,khan years kimene owasi nun,0,neutral
4424,4424,ye dekho ki bejati koi padh hi nhi sakta sale ne comment hide kr rakh hai public se koi ne beta bh,0,negative,sale comment hide public beta look bejati method nhi kr keep b,-1,negative
4425,4425,behan chod ne lut liya chhoda kya tyag ni ghanta kiya kya sale ne sarm aati h,0,negative,began sale fourteen enjoy fourteen abandon free hour cerm fire,-0.25,negative
4426,4426,maray scientist tum jo marzi ker lo bohat bura hona hai tumharay sath pakistan mien munafiqo ko kisi,0,negative,scientist parisian the dead marzi care take the bohat bur done you सथ् mien munfico,2,positive
4427,4427,ha ha ha ha ji bilqul dakho ab kon jeta hy aur kon harta hy nan,1,neutral,absolutely look conn jet yes conn heart yes nun,1,positive
4428,4428,sam rathe iss chutiyap ke tu bhi aawaj utha bhai usko shant rhne ko boln ke bajay nan,0,negative,rather sam chat you voice uth his शन्त् to stay to speak बजय् nun,0,neutral
4429,4429,good u r go attend janta ko modi dekhna hai shapat lete huy tera muh nahi dekhna bandariya nan,0,negative,good r go attend janta to see o take hoo mouth to see monkey nun,3,positive
4430,4430,mujaid dna test requir sabka baap uska bhi baap jaihind soon see balochistan nan,0,negative,test require soon see balochistan mujaid द्न subs father usk father jaihind nun,0,neutral
4431,4431,gujjar pukhtoonn panjabi nahi karingi vote kesi mangi gy special ajkal kahi pakistani nazar nahi,1,neutral,guitar vote special pakistani puktoon punjabi karingi casey mangi ग्य् ajkal what view,0,neutral
4432,4432,sir aapki securti mai dhayan rakh aap normal public mai securti mai jai nan,2,positive,sir normal public se c utti me attention keep me se c utti me jai nun,0,neutral
4433,4433,g1 b grin ear ear & smile never fade ???? come spur ????  kno,2,positive,g grin ear ear smile never fade come spur  no,0.5,positive
4434,4434,wapa news channel ki studio jao apna natak jari rakkho kavi ram kavi nathu ram odisha nahi chale ga nan,0,negative,news channel studio ram path ram dish vp live नतक् the way stay poet poet let&#39;s go c nun,0,neutral
4435,4435,fun fresh talent team work ulta beauti current hire exceptiona,1,neutral,fun fresh talent team work beauty current hire exceptional opposite,2.5,positive
4436,4436,plzzz ek bar sunna jrur hindutv ke liy,1,neutral,bar plzzz to listen zur hindutva li,0,neutral
4437,4437,bari barey manhoo dekhi pe tujh pe allah ki khas lanat hai jis dept ki ba,0,negative,manhood kept acquittal barea since you allah खस् lant b,0,neutral
4438,4438,ag baar se congress ki aukat sirf sabk vote katn ki reh jayegi jais baar kaat hain inc,0,negative,congress vote in fire the bar okt only sub कत्न् reh will live jais the bar timber,-2,negative
4439,4439,dekho main koi shararat nhi krunga kuch bhi nhi krunga jo dekh k tumh kharab lage main sirf baat karunga wont e nan,1,neutral,main main wont look body nhi krung some nhi krung see to you kharab be engaged only baat karung a nun,0,neutral
4440,4440,batadena go mutra use kart ho ki nahi jais tum log islam ke baar nahi jaant w,1,neutral,go use batdeon urine duty jais islam the bar जान्त् w,0,neutral
4441,4441,janamdin ki bhut bhut bhadiyan shubkamnay mam ishwar apko swasth rkhe jiss app issi trh k aur manav,1,neutral,miss pp जनम्दिन् ghost ghost भदियन् शुब्कम्नय् m god of you healthy box tri manv,-0.2,negative
4442,4442,teja ha 13 ko mera chemistri ka paper tha aur 20 ko exam khatm hua miss ho gaya nahi main att,1,neutral,paper exam miss main bright chemistry finished finally,-0.5,negative
4443,4443,rashid kanhaiya haar gya ye sch hai logo ko wo swikar nhi hai ye sch hai modi ko esh ki janta ne chuna,1,neutral,log rashid kanhai har ग्य स्च् the owner nhi स्च् ash janta chun,0,neutral
4444,4444,kapil ji biggest fan rajasthan se mumbai gumn aaiya hu kya aap mje aapk,2,positive,rapid biggest fan rajasthan lumbar gun aye mj your,1,positive
4445,4445,congratul prime minist shri narendra modi ji massiv mandat,2,positive,congratul prime she minist narendra massiv dilapidated,0,neutral
4446,4446,matlab tum maant ho ki tum 2 takey ke bjp cell ke dall ho aur part,0,negative,matas cell part मान्त् take bjp delhi,0,neutral
4447,4447,haha baji one ???? nan,1,neutral,one huh the bell rang nun,0,neutral
4448,4448,jab tak dalit aur obc ek nahi ho jate pichhro ko bat kar unka hak marti rahegi bjp kabhi rastravad kabhi hindut,2,positive,wait obc jate pichhro bat hk death will remain bjp weapon hindut,-2,negative
4449,4449,meepark ohhhhhh get ?? slow today nan,1,neutral,meepark get slow today ohhhhhh nun,0,neutral
4450,4450,dixit even ? ? ? ? u bloodi islamist nan,0,negative,even blood islamist dixit nun,0,neutral
4451,4451,dekho bhai rohit sardana nahi congress ka koi bandahu na bjp na aam thik ye esliy keh rhahu q badm kh,1,neutral,ohio congress q look winter close up bjp am thick asia keh stay badm b,0,neutral
4452,4452,kabhi kabhi sochta hai ye dil k sirf ye social media use karni meme banay aur enjoy karni girl k sath batein karn nan,1,neutral,social media use kari enjoy kari girl thought delhi only meme become सथ् batein to do nun,2,positive
4453,4453,modi ji great real dynam leader vikash purush roozgar reserv brand shanti secur 's imand,2,positive,great real dream leader brand secure s development men rozszar reserve peace imand,2,positive
4454,4454,yes yes yes manik aur parth ek hi hain kisiko matt bolna ! ! ?????? bas jacket pe jacket badal raha hoon meko bohat,2,positive,yes yes yes matt jacket jacket manik perth to speak just change yes meko bohat,1,positive
4455,4455,com ais liber ki maa ka bho * da n't believ court democraci system nan,0,negative,believe court system c om ace liber in bho the न्त् demo ccré nun,0,neutral
4456,4456,sahi hai jagritiji bhagwaan kare aap ke vichaar sada milt rahe n desh tarraki karta,2,positive,mild that&#39;s right jagritiji god do thoughts sad country logic,-0.5,negative
4457,4457,iron thing seen happen  buhari win made human right campaign support keep silen,1,neutral,iron thing seen happen  win made human right campaign support keep buhari silen,3,positive
4458,4458,nahi nahi gaandu ab bahut der ho chuki hai ka,0,negative,gandu country because,0,neutral
4459,4459,aagl pach ( five ) saalo ( year ) koi agar naukri mang uss ulta latka ke maro bolo saal yeha,0,negative,five year yeah fire west the years august job mang opposite lt die say years,-1.333333333,negative
4460,4460,meerut wala video nahi dekha jismein minor major ko peet rahi hain nan,1,neutral,meet video minor major feet see jismine nun,0,neutral
4461,4461,alguien ya vio love death & robot ta bna nan,2,positive,love death root alguien vio so to become nun,0.5,positive
4462,4462,bc qaid e azam k bd sambhali ks ne dharti tm chor politician ne nan,0,negative,bc tm politician incarceration a azam bd sambhali x earth chor nun,0,neutral
4463,4463,brother sister import every1 love never chang even chang love u bhaiya,2,positive,brother sister import every love never change even change love brother,3,positive
4464,4464,gae stan account gae dont talk,0,negative,account talk went breast went dont,0,neutral
4465,4465,org lanat media pe ..? es mulaq ka bera garq es media nay kiya banda,0,negative,media media org lant s. free berry गर्क् s. the new off,1,positive
4466,4466,namastey sir sir pleas apna bodyguard rakh lopl sir monu sharma haryana nan,1,neutral,namastey sir sir pleas bodyguard lope sir sharp havana keep monu nun,0,neutral
4467,4467,feku sala jha2 found ???????? tell first 35 ! nan,1,neutral,ha found tell first feku sal nun,2,positive
4468,4468,bharat desh k lgatar dusri bar prime minist bann k liy mr modi ji ko bahut bahut badhai aur 3rd time 202,2,positive,bar prime mr rd time bharat country ल्गतर् the second minist to become li more,0,neutral
4469,4469,twt current perform boy luv wembley concert oh pleas shazam ???? mtvlakpo nan,2,positive,current perform boy lui emblem concert oh pleas quick shazam mtvlakpo nun,0,neutral
4470,4470,hope one reason man somewher hate women hope ???? nan,2,positive,hope one reason man somewhere hate women hope nun,0.3333333333,positive
4471,4471,gadkari good job sir,2,positive,good job sir gadkari,3,positive
4472,4472,ek bar fer prime minist shri narendra modi ji ko lakh lakh badhai nan,2,positive,bar prime she ferr minist narendra lakh lakh more nun,0,neutral
4473,4473,ramzan main rape hote hain murder hote hain children kidnap sold prostitut uski kisi ko fiqr nahi h nan,0,negative,main rape murder children kidnap sold ramzan prostitute uski fik nun,-3,negative
4474,4474,54 tum jeeto ya haaro humey tum se piar hai may win world cup work hard pray,2,positive,may win world cup work hard pray jayato lose हुमेय् pierre,1.333333333,positive
4475,4475,yah toh achi baat ha best luck bhai zindagi tumhri ha liya zuban meetha taseer lakr,2,positive,best luck zindagi master good baat you zuban mayeth लक्र्,3,positive
4476,4476,daish nai modi ko svikar nahi kiya yah bjp congarai kai barhimanvadiyo samantavadio pungivadiyo ki,0,negative,the dash of course the owner bjp c ongrai barhimanvadio samantavadio pungivadio,0,neutral
4477,4477,om sabs pehal hinduo ko samjhao ke wo log appni ladkiyo ko samjhy ke kabhi kisi muslim se dosti na,0,negative,muslin om subs pehl hindus understand appni girls remember friendship,0,neutral
4478,4478,abe ajaz tera hi sathi hai hardik patel suar jo hai usk sathiyo ne hi jalai thi wo ab tu apna muh band kar samjha,0,negative,ajar panel band abe sathi hardik pig tip sathiyo burning you mouth remember,0,neutral
4479,4479,kaisa rahega aaj apka din drsureshmishra jagmargnewspap 30-05-2019 # ?????????????,1,neutral,drsureshmishra jagmargnewspap cas will remain aaj day,0,neutral
4480,4480,meus pai tavam com meus tio falando sobr bonoro e agora ã sentado na sala vendo carlinho maia na tv nan,2,positive,to meus pai तवम् c om meus tiओo flando sobr bonoro a agor at sentado sal vendo arlinho mae nun,0,neutral
