,TWEET,SCORE,SENTIMENT_LABEL
1367,happi birthday say mani happi return day ?? allah lmbi eman wli zindgi ata kre ameen ??,2,positive
1368,mera apki tweet se agre nai hy love apko kamzor nai krta love apko takatwar bnata hy u lov,2,positive
1369,sorri gill sahb azaadi sirf journalist ka haq hai baqi ko ye chort kab hain kabhi nan,2,positive
1370,nahi ?? haa meko actual khareedna hai second waala zyada beauti eleg nan,1,neutral
1371,tension mat le excit kudo ba khud aaega spur lead half time ?? nan,2,positive
1372,salut hy tumh dher sari duaayen,2,positive
1373,ais keh raha hai jais k kabhi kisi larki ko hath nai lagaya ho nai nai yeh bhai,1,neutral
1374,! ! ! ! ! har chehr k upar chehera hain yahaan look emraan ! ! ! astonish love emraan th nan,2,positive
1375,friend - yr itni garmi chai nahi peeni chahiy achi nahi hoti - apanindori,0,negative
1376,sena jai shree ram brother yes ramzan mubarka ???? love bengal nan,2,positive
1377,pakistan ke bad kismati hy ya ya hamari gunaho ke saza ky jasi ab hami repres kari gy nan,0,negative
1378,ye tau proper-ganda hai bechar haar jo gay ?? nan,1,neutral
1379,congratul sir ... ??????.. pm ki kueshi mubarak ho sir main ek aam aadmi jisn aapko aapki kueshi pe,2,positive
1380,ab ye kon kiya lekin jo bhi kiya kya gazab kiya ?? ??,2,positive
1381,chicha aap rahn dau tums naa ho payega naa tums elect jeeti jati hai naa dhangs tv par debat,0,negative
1382,last episod ki start ne dil jeet liya tha baar end ne realli bahut tanha hote h diwa,2,positive
1383,jain13 ???????????? ye aap ke bachpan ki video nan,1,neutral
1384,uneduc bhakt far better madrassachhap educ amit shah hm janat ki tic,0,negative
1385,g 55 hindustan mein hindu muslim ek dusr ke dushman kabhi nahi ye kuch polit p,2,positive
1386,one jobless congresi rahul gandhi job less job koi bhukha nahi sota aaj nan,1,neutral
1387,sir ji aap bhi imandaar insaan ho god bless modi ji ka pichla 5 saal,1,neutral
1388,tum jeeto ya haro hami tum sy payar hy good luck next match nan,2,positive
1389,khuda yaha bhe hai waha bhe hai har jagah sirf wohi hai sirf wo jis rab se tum yakeen ke sath kharray hokay,2,positive
1390,shaaa okey chiddi shah tera point samj gaya muji sirf object ye tha jo kuj mullah chand daikh,0,negative
1391,r small mistak india avoid kutto ko ghee hazam nahi hoti wais bhi nan,0,negative
1392,ani walaikum salaam may allah swt bless sister nan,2,positive
1393,care ab modi ji na gdp 0 % bhi hoga bhakto ko koi fark nahi padega bas vo aur lokpriy h,1,neutral
1394,bhaut acha kiya tere jais agent bjp ka hi prachaar kart hain u truli deshdrohi nan,0,negative
1395,bedtet2011 lakho yuva berojgar ke sath jo vadaa aapn kiya h usko aap kb pura kreng hmlogo ki jindgi barbad ho gyi h nan,0,negative
1396,shade garmi aur hab ka kya karen jo karachi may per rahi hay garmi aur paseen se bura haal kitchen jaan ka dil nahi kerta nan,1,neutral
1397,display ur ac u r kanjoo one expect ?????????? nan,1,neutral
1398,kya hua nhi bulaaya koi kanoon hai ki dmk ko aana hi chahiy pata nhi ye bbc kabs pagla gayi hai,1,neutral
1399,agha coward nehro 's remain & abu bachao babi nan,1,neutral
1400,kisi bhi maa ko apna bachcha nakara nhi hota haa mulyankn smaj krta haa nan,1,neutral
1401,want kashmir kabi nahi sudrega ee log pspk nan,0,negative
1402,faz pussi take one ( man bhaiya nan,0,negative
1403,flickk tera baap bhi chaaka hoga na phir .?? khud ki ijjat h nhi km se km virat ki ijjat kr le bkl nan,0,negative
1404,happiest birthday sir inspir good human great gre,2,positive
1405,rashtrapati bhawan readi beauti welcom ji new team sun set backi nan,2,positive
1406,uwu love kind hope someth amaz happen someth life chang love,2,positive
1407,pure kashmir ko barbard kr dia tum logo ne apno gandi rajniti k lie nan,0,negative
1408,sir hamri uni mei bhi hec peef scholarship k fund rok diy gay hein thori c nazar e karam traf,1,neutral
1409,lage raho sir abki 44 se 4 ka target miss ho gaya abki 52 se 5 pe layeng jai pariwaarwaad best wish nan,1,neutral
1410,armi mulk ko doon derahi hai agr yeh martial law lagak lgon ko mayt ki saza nahi,0,negative
1411,shatrughan sinha / yashwant sinha / arun shauri ye log sabs bada bewkoof aur moorkh,0,negative
1412,ajkal ka love bs lust ban gy ha ??,1,neutral
1413,ye jo peet rahe hai unk thopad pe likha hai vo bjp ke hai ya tujhey special aa kar bataya hai,0,negative
1414,love beauti movi love song tu shayer hai mein teri shayeri jiy nan,2,positive
1415,anjana ka problem ye hai ki congress nahi debat mei toh raunak nahi ati hai debat mei trp drop hoti hai nan,1,neutral
1416,har cheez ke liy modi hi hi zimedaar hai puri baat likho koi pagal nahi hai jo tujh marega apni galti bhi ba,1,neutral
1417,oye begum hathi pm ke khwaab le rahe arr teri toh b b udh gaye ab doh bungalow gurudwara rakab gan,0,negative
1418,nation ye kutta bhi bahut bhonkta tha fir ekdin patel ji ne kaan kuch kaha ni,0,negative
1419,mam aap nahi janat ki hum bharatiya apka seva bahut miss kareng aap jais neta milana bahut mushki,2,positive
1420,heheh saje tnye btw congrat ?? jgn lupa mlm ni mlm ke 26 ?? nan,2,positive
1421,?????? nahi ?????? way apki love,2,positive
1422,main tv mobil par bhi nehi dekhunga flop remak film bharat ko kya dekhu ?? stop watch type nonsens film nan,0,negative
1423,ka product fake hota duplic hota hai sandisk ke naam pe local market wala product bhejta hai nan,1,neutral
1424,ohhhhh tu sale dailli galiya deta h tv debat modi ko wo kya h ??? kaliyee nan,1,neutral
1425,1k follow hogay bhai abhe tak koye akhalmand insan hame badhaye nahe diya hum bhee bjp ki tarah revers,0,negative
1426,tyjh teri hi bhasha jawab diya ja sakta bhi teri behan ko randi kothewali bol sakta,0,negative
1427,hello kaun ho aap ident side west bengal countri,0,negative
1428,dash wrong level yazi even ancestor wld punish u let alon god wld never mean,0,negative
1429,amaz end ranjharanjhakardi ???? rona agya tha end dekh kr ?????? absolut outstand act,2,positive
1430,bakolia tab toh tu start se hi topic se bhatka hua h ja ke dekh record baba kya bol ra ?? nan,1,neutral
1431,bharat mata ki jai jai hind jai bharat shriman desh ka ek nagrik hone ke sath mere man ek vichar utpanna hua h,1,neutral
1432,proud countri pm narendar modi ji,2,positive
1433,shatram arey ye meri didi depress ho gyi ?????????? bechari chlo 5 din rr band hoga aur ye tweet kuki mjh,1,neutral
1434,shoaib akthar ki nae dekh rashid latif ki nae dekh tuaha sohail chutiy ki dekh sirf video nan,0,negative
1435,kind muzh sirf aapn aap se sharminda nahi hoona hain baki jo kuch thoda bahut accha karloon gravi top nan,1,neutral
1436,yeeeeee want see thank nan,2,positive
1437,let 's check evm vvpat gujarat alon sab samajh aa jaega whi select choos,0,negative
1438,kaha gayi desh bhakti sardarna saheb ab awaj nahi utawog shame channel,0,negative
1439,huhuhuhu ???????? thank maalala life support system huhuhu di ko maendur lahat ng prob,1,neutral
1440,singh jeet ki hardik subhkamnay bhai nan,2,positive
1441,good morn modi sir best luck apko meri subhkamnayen apk sath hai aur hum log chaht hai hm,2,positive
1442,mehakz mera sa bi fb la unfollow kar diya tha na ???? nan,1,neutral
1443,pure love bhayya women beat men love much nan,2,positive
1444,peopl unfollow alway question done wrong challu koi gal ni loss sanu ki ????? nan,2,positive
1445,yogendrayadav ager ye deshbhakt hai jiss yuva ne bjp ko vote daala wo kya desh dharohi hai yadav g e,2,positive
1446,allah ne betiyan dekar mujh par ehsan kiya betiyon ki muhabbat ek baap hi samjh sakta thank god,2,positive
1447,heartiest congratul team sir sachmuch seena chauda ho gaya jab aapko vapa pm,2,positive
1448,pyaari pariiiprincess ?????? kbi b koi worri mt krio alway muskurati rhio ?????????????? apna ach se khi,2,positive
1449,aapka survey ekdum sateek tha aapko aur aapki team ko hardik subhkamnay hard work paid nan,2,positive
1450,ye sabhi milkar yadi nurs cadr ko dr bana sakt hai phir sayad desh drs ki sunami aa jayegi phir,1,neutral
1451,jcb & rcbgirl = cb ( chutiya banao ) ?? nahi vishwa nahi ho raha click ?? check,0,negative
1452,thank ms mangu amen better soon nan,2,positive
1453,shri narendra modi ji pranam mai aap ko dekh kar bahut prabhavit hua hun mera man aap se miln aur aa,1,neutral
1454,bakwaaa much love friendship peopl forget,1,neutral
1455,ye dekho khulam khulla karrik ki bash behen ji teri naira ne ak ka mot kese accept karliya worst daughter,0,negative
1456,aur iss tarah zee news ne jo elect 2019 hissa lek,2,positive
1457,aaplog jais broker politician ka dukan ab close hi samj ki lalu ke beta ke rajsabha aana hai nahi nave,1,neutral
1458,jo log slam ka jwab b w / trah deti hain un se request hai k ap jo bomb bna rhi ho na wo peh bna lo bad mai furst se jawab de dena nan,0,negative
1459, ram naam satya hai  moment left india,1,neutral
1460,one favorit photo way sham use app wallpap ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ??,1,neutral
1461,marathi film industri peopl miss like anyth laksha love u r part,2,positive
1462,thank bodi posit god andi ruiz gon na eat second dinner go pick bar fight thank andi behal nan,2,positive
1463,ye bjp spokesperson aur modiji ka kauf ab ye tutiy kar bhi kya sakt congress ko haran spokesperson ka bhi yogdan hai nan,0,negative
1464,miss mauka mauka campaign get back indvspak cwc2019 maukamauka nan,2,positive
1465,fire14 hope babi kick lot tonight ?????? alu e koe moe nan,1,neutral
1466,aaya result desh ka pappu toh fail hai papu k saatgathbandhan toh fail hai bua bhateja eka bandhan fail hai didi,0,negative
1467,ish item ko kaun samjay ekbar samaj ko ullu bana sakt ho baar-baar nahi tere jais kitno ki yuhi,1,neutral
1468,big day nation aaj hamar ghar ka societi ka bahut bada din hai best next 5 year ???????????????? nan,2,positive
1469,yeh bakwaa nahi karega toh iska ghar kaisey chalega paanch saal mein modi,0,negative
1470,sorri film vivek oberoi ki wajah see fail hui hai koi achha actor lena chahiy tha nan,0,negative
1471,arey ye bsp ka bat karta tha abb cong ka ho gaya kya enki baat koi valu hi nahin hai sale,0,negative
1472,cosmetolog job might great fit click link bio see prestig beauti,1,neutral
1473,q madarchod ramadan mai goli nahi maarsakt lekin terroist ko bachan k liy pathhar fek sakt h,0,negative
1474,elect 2019 1 misa bharti - lost 2 prakash ambedkar - lost 3 prakash raj - lost 4 kanhaiya - lost 5 urmila - lost 6 sha nan,1,neutral
1475,lora kurnay ja ri hay kalay coat ki badmashi ab nahi chalni yah iftikhar chootari wala drama apnay anda,0,negative
1476,bachpan maii yeh chuha mera crush tha ????,1,neutral
1477,acc bukhari1 chat per plant karlo ) alway way nan,2,positive
1478,pragya thakur ke bhopal mein jeet se ye sabit ho gaya hai hament karker ji desh dhrohi tatha,2,positive
1479,armaan b'day pe tum mujh wish karog nah want wish special day without wish,1,neutral
1480,neki aisi ki dil khush kard small big good deed matter help someon need feed someon poor help p nan,2,positive
1481,suni sunai py amal kr lijiya maloom ho jy ga g chitta jora paya aray kahi aap wo wala sufaid nahi,1,neutral
1482,jub tak burayi k khilaf ladog nahi thab tak tum sahi ya haq wale sabit nahi hoge haq ush nahi kahet jo batil ko,1,neutral
1483,citizen 's portal part -2 exampl aik aam admi jab wapda ki shikayat karta hai yoh osay sub divis divisi,1,neutral
1484,mani mani congratul prime minist sabka sath sabka vikash sabka visvash jay hind ????,2,positive
1485,ye pagal ho gaya hai ab se itna bhi darn ki zaroorat nahin hai,1,neutral
1486,janam din bahut bahut mubarak bhai happi birthday dear bro nan,2,positive
1487,apk ek baar fir se hamr desh prime minist bann par apka desh ki ek sadharn garib mahila ki,1,neutral
1488,hahahha nh tra chamcha h hamari pass bht h ???? nan,1,neutral
1489,talash pakistan kay har ghar ki kahani thank muftay well research preview featurefilm zeekayfilm come nan,2,positive
1490,sad u  come austria ( mayb nect time  wait nan,1,neutral
1491,baki jinko fikr ni hoti wo apna balon se mouchain bna k pix leti hain ?? nan,1,neutral
1492,mujh samajh ni aya pleas clarifi ma'am nan,1,neutral
1493,fir chutiya sala 9th fail bolega evm hack ho gayi,0,negative
1494,wish happi birthday akka special year lot respons shoulder nanna bl nan,2,positive
1495,ravidubey sir apki 3 dev movis ka kiya hua trailer dekh liya wah kamal trailer hai magar movi nahi kabhi tv pr,1,neutral
1496,rizvi right mm hindu muslim yeh lougoka dukan hein nan,1,neutral
1497,plot hi plot - khurana se better koi naheen rehta hoon pani main par zameen sari meri hai sapney,2,positive
1498,vinodr vinod ji chill man modi ji kuch sikho aap jab ais kutt aur kuttiya bhaukt hai,0,negative
1499,yehi toh rahul gandhi samjha rahe ki 45 year ki highunemploy aaj hai peopl india cant u,1,neutral
1500,creation funni show pak ke toh hote hi nahi hain ?????? koi telefilm dekh lo ?? heard khaana khud garam karlo nice funni ?? nan,0,negative
1501,scindia dhanani,1,neutral
1502,humbl prime minist ji janta ko dil se pir se majbut sarkar chunn ke liy thank jay hind jay bharat nan,2,positive
1503,abe sheild self cyclon teri chaadi nahi bachega nan,0,negative
1504,friend - breakup hurt - kabhi bestfriend n exam ignor kiya h ???? betray dhoka meme nan,1,neutral
1505,love yoongi hoseok wow papi ??,2,positive
1506,veri disappoint sir iss baar socha tha kuch apn kark dekkha diya kuch ?? nan,0,negative
1507,hamid mir sb appreci bhi kr deti well done pm ik hi likh den r proud ik,1,neutral
1508,im proud ! ! ! ! ???? love congratul + homi,2,positive
1509,best wish today 's laylatulqadar transmiss may allah pak give uh & energi ???????? hope ye mehfil bhi tam nan,2,positive
1510,aur dharn pe mein teri choti baji ko choda tha captain safdar ke sale,0,negative
1511,madam abhi tak samajh nahi aaya congress ki itani badi haar ka karan aap jayes social media per activ,1,neutral
1512,okay frl like much ask ?? mfs shit lmao nan,1,neutral
1513,bhai shyd isi tweet par ne block kia ka baapu ji modi ji modi ji ??,1,neutral
1514,bajrang bali bajarang bali - dukalu yadav - cg song - audio song - lord hanuman,1,neutral
1515,askstar apko jyada mja kis mein aya umar gul ko 5 choke lga k world cup semifin mein ya test,1,neutral
1516,shut thhe fuck uo read wrongf im dumb bitch knew nan,0,negative
1517,sir ye icc ke jyadatar event england hi kyu hote hai jabki ye fix hota hai ki har dusra match,0,negative
1518,sir aaps contact kese kareng ani mo nan,1,neutral
1519,energi eid safayi ??,2,positive
1520,rss ye desh kese k baap ka nhi amit shah koi god nhi kuch bhi galat unhon musalmano l,1,neutral
1521,unfollow karn ke phale hi wo suspend ho gai hai ?????? nan,1,neutral
1522,listen ajab si lehar honest god love album nan,2,positive
1523,must ban onion garlic ?????? bjp walo ko kam nahi hai concept chillat raheng bina matlab ke nan,1,neutral
1524,bhakt befor elect - 45 year 70 year unemploy rate high aayega modi hi elec,0,negative
1525,ek ek mullo ko kutto ki tarah bhaga bhaga ke maro mc ko eid like dust onli samele nan,0,negative
1526,kisha x mata - peopl man tpm ( sick jab riddim ) [ 2018 soca ] [ hd ] 35539 nan,1,neutral
1527,rao love shahrukh sir ?? nan,2,positive
1528,madm ye bahut mahan gyani hain ink ek post ye likha tha ki jo mard namaj nhi,0,negative
1529,mr khan still twitter well india challeng twitter 27th,1,neutral
1530,dogl ko kabhi bhi bjp samil nahi karna chahiy wais bjp khuda hi samajhadar haiisn gujrat el,2,positive
1531,aur mai uss din ko desh ke ke naam samarpit karuga ji mean,1,neutral
1532,raj offl thank much bro ???? nan,1,neutral
1533,inshallah pakistan win come world cup 2nd time sarfaraz dokha nhi dyga wehavewewil,2,positive
1534,saturday class done well done ?? ?????? ????? ?????? ?? ??? ????????? ?? ??? ??? ?????? ??? ?? ?? ? ?? ! ?????,2,positive
1535,ye log meet nahi kha rahe kal polic ko diya statement victim ne ye veg kha rhe nan,1,neutral
1536,look forward isp summer social guin breweri june 11th 5-8pm join us networ,1,neutral
1537,aap sada hast rahen khushal rahen dusron ko bhi khus rakhen good afternoon,2,positive
1538,yesterday birthday one influenti peopl music industri right pay respect nan,2,positive
1539,kunal kamra like main kya mandir ka ghanta hu jo har koi aak baja jata hai nan,1,neutral
1540,pakvban aur ko world cup se ban karo acha rahe ga shyad ????????,1,neutral
1541,aaj bharat kai har nagrik ko aap par garv hai jis trh se aapnai apnai bitai five year mai foreign,2,positive
1542,raftaar abe sale tujhs jyada mere andar desh bhakti hai dekh le sale mera tweet tu jai,0,negative
1543,nighat bahi yahi problem hai tum logo ki main kisi communiti ko indic nahi kya tha,1,neutral
1544,itna kya bokhla gay jo yahi bhul gay ki bharat ki janta ne hi bjp ko chuna hai hare hai desh k gad,2,positive
1545,ind ye insaan smriti ji aur modi ji ke pichh hath dhokar padd gaya hai ???? har,0,negative
1546,pakpass good much today amir bhai pace bhee high kareh today 80-81 mph nan,2,positive
1547,abp ne ab khel sampadak bana diya kya ya maalik ne khabar per boln se mana kar diya hai sara desh chunav,0,negative
1548,baadra ji dash kaa paisa khaaker illaj vidasho nahi hindustaan hi kara lo bhagna nahi danga court sa bhi aisi umme ha nan,0,negative
1549,life consist small moment savor ! ! ! & 4 us life cid cherishlivefeelenjoy ea,1,neutral
1550,pta kro teacher koi muslim nhi dalo jail aur baqi desh mukdarshk bna dekhta rhe sharm inko kabhi nhi aati,0,negative
1551,ohhhh bad never watch tik tok refer game gon na weak nan,1,neutral
1552,kal tak hum top par achanak elect hote hi yeh sacchai kais bahar aagayi ???? fickr 1500 cr rupay k,2,positive
1553,???? 24 hr flash giveaway ???? honor gratitud & everi one join & embrac jour nan,2,positive
1554,yeh deshki janta ka samn choor chowkid ec gudi media ka porda fash hua hein nan,0,negative
1555,? bi ? n ê n vui hay n ê n bu ? n khi li ê n minh 2 pick c ? ô ?? u mu ? n tranh nhau u got ) nan,2,positive
1556,renmin au jaemin renjun love someth prevent let let  love   nan,2,positive
1557,jo bhi hai aur nak ppp chairman bilawsl ne jawab kyun nahi diy nab ko silli billo,0,negative
1558,im sad lone dont know power chord nan,1,neutral
1559,sir hmko india ko pakistan nhi bana jha sarkar ki bjha se 200rs = 1 dol jitna sahi bo sarkar,1,neutral
1560,oye kutti saw khadija rizwan wtf shit nan,1,neutral
1561,bie sekharji ab mudra loan sahi hai toh aap pakod ki dukan laga hi lo kyun ki ab aapki fake journal ki duk,0,negative
1562,wiladat sibt e payambar imam hussain mubarak ! ?????? stand front zari-e-imam hussain ?? day nan,2,positive
1563,awesom campaign sir keep 2024 bhi aap isi tarah hareng nan,2,positive
1564,modi chacha right soch badlo desh badlega jo kaam kr rha desh k liy usko krne kaam,2,positive
1565,ye lo yha bhi aaega modi hi ????,2,positive
1566,ku k qanoon kisi ko ijazat nhi data k galti ki hai sudhar jau kia amm awam ko b ga,0,negative
1567,cheezo soul tie would leav heartless keep ?? nan,1,neutral
1568,anil tyagi ye jo public hai kuch nahi jaanti na jaanna chahti nan,1,neutral
1569,wish happi birthday krishna sir stay,2,positive
1570,oh haha ???? jus visit rare caz visit song play yeh galiyan yeh chobara yaha,1,neutral
1571,sanctuari dhat naam nai lia kya kia nan,1,neutral
1572,agar tumh countri ki constitut organ pe bharosha hi nahi fir tum hote kaun ho eski demand,2,positive
1573,ashok bheek maangn ka naya tareeka ghar nahi daane amm,1,neutral
1574,yaa look betta congrat girl keep & go ?? nan,2,positive
1575,hope someday charminar doesnt turn vendor cloth hanger chaddi sale spot sale right onto gulzar hauz,2,positive
1576,said elect time apolog peopl india congrat modiji huge victori w,2,positive
1577,sirf ek mahina bas pure panch sal ke liy karo social media ke zariy public se judo nahi tumhara kuch nahi ho,1,neutral
1578,bhayiya ji hamar villag light ?? ki bahut hi problem hai iska koi solut hoga ki nahi,1,neutral
1579,news24 punish milni chahiy ise ais har koi baad mein bol dega mere se galti ho gyi nan,1,neutral
1580,credit lene ke baajigar modi ji h bhakt kah rhe h agar india world cup jeeta eska crdit ko jayga ???? nan,1,neutral
1581,super se uper sumona saina ji nan,2,positive
1582,bina baat bewajah bina kuch soch gaan marwana koi ins sikh chewtiyon k sath rahog toh ya,2,positive
1583,love bade aay pyar se dil jeetn wale nan,0,negative
1584,got wrong manmohan singh act well look like anupam kher modi,1,neutral
1585,yogendrayadav itn saal congress ko chunt rahe hum log samajhdar nahi hue bjp ko vote dete bew,2,positive
1586,baazi ishq di heart one best heart wrench stori ever read love fac,2,positive
1587,ye sahi hai ki gaddaro ki kami nhi hai india apni ki ijjat nhi kart hong sab nan,2,positive
1588,congratul modi modi sarkar chali chali modi lahar chali har sahar sahar har gaaon,2,positive
1589,tmhi bt pe shrm ani chahy jo masoom bacho ki jano pe b sayast kr rahi ho itma drd tha,0,negative
1590,hassan pehchan hi nhi raha bhae ???????? pehl jo log msg kr k bolt hm se bhi bat krliya kro jani kahan,1,neutral
1591,good thank thik ho gai ???? nan,2,positive
1592,aap ko hardik subhkamnay priya modi ji aapko hamari puri tim ki tarf se aap ko hardik subhkamnay modi ji aap sab,2,positive
1593,roshanii ap kahan ai apko andaza nhn hy ap face kro hum mahir hen yahan boongiyan marni nan,1,neutral
1594,confess chaiy milegi nahi pata hai mujh ?????? writer itn meharban nahi hone wal,2,positive
1595,great job ignor ramjaan k samay pura din bhukh rakh kr aap,2,positive
1596,long pawar raga owaisi mamta one dethron modi ji 's differ,1,neutral
1597,aub aap batyeng ki jai shri ram kehna kya hota hai tumlogo ki dukan jis din bund hogi usdin bharat,0,negative
1598,best wish world cup eid mubarak muzaffar hasan nation general secretari ljp,1,neutral
1599,happi birthday dabangg girl sonakshisinha wish mani mani happi return day ??????????,2,positive
1600,ji hme gussa aata hai usn kitno ke priwar ko mrwaya aur maa bahno ki ijjat looti gai,0,negative
1601,use proof du bolta hai fake hai ?? nan,1,neutral
1602,dramebaaz yeah want power anyway msg dhongi perfect ???? nan,1,neutral
1603,tum bohut kamey ho jhoot ke dukan agar tum ko naak main se kuch nekalni ka kaha jae tu bhe tum keht,0,negative
1604,bjp haar jaati lekin tum logo ne uss jitaya itna kichd uchhala ki kama,0,negative
1605,twitter pe tou jab bhi kholo bas tum logon ki bakwa chalti rehti hai god im sad angri zindagi bohut mushkil hai aargh nan,1,neutral
1606,superb 23 k baad modi mantrimand k superb minist bhai hanu,1,neutral
1607,tera aur mera rasta kabhi bhi ek nahi ho sakta tu khud ko bhagwan bolta hai aur main bhagwan ka bhaga,0,negative
1608,shi h bhai kuch maha gyani bne h khi se bhi log logic la rhe h nan,0,negative
1609,yes cast flop sabk sab bore hope cast good season good c,0,negative
1610,fir ye bhi afvaah hai ki inko peetn wale hindu hain aur bjp,0,negative
1611,pakpass maae dua kar ta pakistan khati ta jan chutti 92 j world cup nan,1,neutral
1612,frndship goal like day babi shona one best frnd know import h,2,positive
1613,isliy daar ke izzat se releas karv diya darrpok action toh kuch le nahi sakt bas bh,0,negative
1614,congress parti aur opposit parti valo ne tum jais feku bhakto ka pehl se boycott kar diya hota,1,neutral
1615,hadd hai kamin pan ki aapko pata hai ye kev jail gaya hai ye bina order ke railway platform pa,0,negative
1616,1 age 18 2 height 5'6 3 fav song dil mein phool khil jay kuch tarah heart want,1,neutral
1617,acha expos kiya bhai fake liber nahi chalegi nan,1,neutral
1618,dear trump voter freck think realli screw pooch one sign nan,0,negative
1619,dear student agr tumn kabhi tumhar tuition teacher ko fee ke liy nahi rulaya kese student ho tum nan,0,negative
1620,siddiqui,1,neutral
1621,hiira mandi ki pedaish agr koi acha hospit nahi banaya tha privat hospit se serious c,1,neutral
1622,join us first final friday yoga class book use link bio love see,2,positive
1623,girl like echt zo n leuk nummer en dan komt opeen die schijt van cardi b sorri maar hoezo kon niemand,1,neutral
1624,surat ki takchsila apart ki ghatna pr dukh vyakt krta hu aur ye slah hai mera ki public place ya bde buld,1,neutral
1625,someon - love u ??? -- kyun ?? mai kyun ?? kya dekh liya mujhm ?? itn sare log hain dunya mei ?? mai hi kyun ?? ???????????? gd morn frnds ??????? nan,1,neutral
1626,dikh rha h vo kitna pavitr rista h pyar ko love jihaad ka naam dene va,1,neutral
1627,sach cctv ne muslimo ko badnaam hone se bacha liya warna yha sajisho ki lambi kitab likhi ja rhi thi nan,2,positive
1628,doglo congress ne apn media prabhari nhi bhejan ka nirnay liya aap log ye berojgari k,0,negative
1629,harbar sirf nirdesh hi diy jate h ais logo ko jo asi sharab bechat h rast p lake golis uda,0,negative
1630,dhup ki shakti less capit best win-win mayb ever nan,1,neutral
1631,free beta invit watchdog ?? earn token rate reput / trust websit get,1,neutral
1632,ji bareilli flight chalu hongi ki nahi aap ka promot ho gaya - apni constitu ka bhi dekh lo nan,1,neutral
1633,ji good night aapki kirpa se hi sab kuchh horah h dhan dhan satguru tera hi asra nan,2,positive
1634,vk avneil tweetx ???????? kharach ?????? love u ?????????? tar javal pan rahat parti well ?????? nan,2,positive
1635,usp10 happi birthday prashant bhai bahat saari subhkamnay khub aish karo bhai nan,2,positive
1636,baki news ki tarah ye bhi ek news thi bhaiji nan,1,neutral
1637,haa tum logo ka sc toh bohut acchi hai iss liy apna dukan band hote hi shameless person ki tarah,0,negative
1638,n mai agar tujhay samjhanay ki koshish karonga tu shai,1,neutral
1639,destroy imag one post time luv parent ! ! ! ! jana,2,positive
1640,hello modiji aap hme bahut achchh leader lagt ho aap hmare desh ke sabs achch leader ho modiji aaps nivedan h,2,positive
1641,congress + opposit ko jab news debat main jaak govt ko pelk hawa / nanga karna tha gdp + unemploy data pe ye,0,negative
1642,aj kal psycholog ne hr cheez ko bemari ka nam de dia h ?? normal insan ki e feel hoti heb jinh ye nafsyati keht hen nan,1,neutral
1643,haraam zaada murdaar ho gaya lekin ayen ki grift mein nhe aya peti band bherriy isey baccatey rahey aur dubai ka,0,negative
1644,guru paa plz alway .?????????? without noth pita g ???????????? love u sohn rabb g ????????,2,positive
1645,siddiqui,1,neutral
1646,sale bhosdi ke shingham return golmal bhull gya kiya sale dekh kiya kar fir bola kar,0,negative
1647,three word better love pat ho gayi ?? iloveyou propos love fit tb tbt thursdaythought nan,1,neutral
1648,good morn sir mai rajit pratap etah district ka rehn wala hu aaj har desh pani ki killat se jhoojh,1,neutral
1649,veri thank sir 1st grade exam k bare btay time pe hoga ya reet aayegi ya nan,1,neutral
1650,symptom lag bhag match ???????? nan,1,neutral
1651,bilkul jayez hai aur dua aisi mangni chahey k allah pak us py raham kri aur usko kalma e shahadat nasi,1,neutral
1652,?? ???? ??? ye pakistan nhi hindustan hai didi bhaut chl chuki ???????? ab nhi choulb thik hai aur agar mai,1,neutral
1653,ye kisan gareeb hain itna dudh fek diya aur ye gareeb hain sarkar ais kisano ki koi ka,2,positive
1654,sharma ne tum jyse bhagton ki aur na tere modi ki aukat hai asad sahab ke sath khade hone ki,0,negative
1655,dil ke dariya mein mohabbat ki kashti hai sapno ki duniya mein yaadon ki basti hai mohabbat ke bazaar mein,2,positive
1656,jaihind watch movi kesari say one thing sikh ke naam par dhabba hai sidhu iss ek ak,0,negative
1657,nafisa 28 sorri ?? nan,1,neutral
1658,izzat get well soon jat selamat hari raya aku maafkan semua salah kau jat semoga tenang ye ?? nan,2,positive
1659,gujarat 1 thi 5 ni bharati krva namra vinanti jethi tet 1 pass krine rah joi bethela umedvaro ne rojgari male abhaar sah nan,1,neutral
1660,badhai ho sir umme hai sabka sath sabka vika k tahat dedh k karamchariyo ki purani pansion nan,2,positive
1661,look forward appoint governor complic state follow presid post nan,2,positive
1662,wat fail understand peopl stay outsid countri even attempt,1,neutral
1663,221b khud ki skal dekh le bc phle ?? chimpanje bandar lgrha mc ?? nan,0,negative
1664,follow kren inh one best tweep list ?? follow back,1,neutral
1665,pehl apn kiy karm ko yaad karo phir kissi aur kae bare mae baat karna gujarat mae hui tabahi ko,1,neutral
1666,ali7104 happi birthday may u mani mani stay bless alway ???? phalo phulo muskrao hmsha suhagan rahoo ?? nan,2,positive
1667,babe classroom happi birthday _ ! ! thank everyth ayiee sorri sa lahat ahuu ?? stay g,2,positive
1668,jena g1 utkarsh chudail apni behen ko bol jake madarchod nahi teri poori famili,0,negative
1669,chutiyani fake news failata hai haramkhor buddh nan,0,negative
