,Unnamed: 0,ROWID,TWEETS,ENGLISH_TRANSLATION,SCORE,SENTIMENT_LABEL
963,963,964,Or me bhi indian hu kon hota he ye jo musalman ko gali de or khud ko musalman kehta he jaheel,or who are the indians who are the muslims and who are the muslims themselves?,0,neutral
964,964,965,yeh chutye ko leker jaker bathroom mein bandh karo re,take this picture and tie it up in bathroome,0,neutral
965,965,966,sallu is bst,sallu isbst,0,neutral
966,966,967,Taiyar hai bhai jan,brother is born,0,neutral
967,967,968,Salman muzhe mere sawal ka jawab cahiye hum nich to tu kon akher tu bhi muslim h na most reply,"salman, i have a lot of answers for you.",0,neutral
968,968,969,Nich musalman kis ko bola pehle apne aap ko dekh tu aaj jaha par hai un musamano ki vajah se hai. Samga.hamko dhamki deta hai kon dekhna chahega ye sadi movie,it is because of the muslims that you have to look at yourself before speaking to the lower muslims. samg. threatens us to see who wants to move this century,-2,negative
969,969,970,Weat karna padega,weat karna padeg,0,neutral
970,970,971,Ap sache wale being human ho bus apki yahi bt sabse Alag h..ap Surat se kuch Jada smart nhi PR dil se ess pure Bollywood m sundar ho..saf pakk dil h apke pass Jo etni dou,"be aware of your heart, but you are apart from this world, you have to be happy with the world from the heart of the world.",3,positive
971,971,972,Agar ek Muslim hoker iman ke saath gaddari kartha hai use support karnewala usse bada kuffar koyee nahi .pahale unku dawath do jo us darinda ko support kartha ho kaho ki Islam kya,"if there is an unfamiliar title with a muslim, it is not possible to give it to him.",0,neutral
972,972,973,bahut pyaar h aap nhi samjhoge,you will remember so much love,3,positive
973,973,974,Abhi easvariya ka bhut utra hi ni he to tumko kaha se milega,abhi aaswariya ki bhut utar hai ni hai to tumko kaha mete,0,neutral
974,974,975,Tu dil hai tu jaan hai..mera salman hai,tu dill hai tu jaan hamer hamar salman hai,0,neutral
975,975,976,o ja gashti k bachey musalman ho k hindu bna hai lanat tere pe,o ji gashti ke bachaye musalman ho ki hindu bn han lant tere pe,0,neutral
976,976,977,Teri party tujhe hi mubarak humare liye Allah hi kaafi h,teri patti tujhe mubarak humare liye allah kafi hai,0,neutral
977,977,978,mai chahthi hu kya ki bajrangi bhaijaan film flap hona pukka,i am sure that bajrangi bhaijan movie will be flop,-2,negative
978,978,979,Bajarangi film flop hogii salman ki. Maa bahen hoo gii saalaa chotiya,bajrangi movie will flop salman ki. i am a sister-in-law,-2,negative
979,979,980,aabki baat 800cr par bajrangi bhaijaan (y),abki baat 800c r par bajrangi bhajan (y),0,neutral
980,980,981,awsome song bhaijan..,some song bhaijan..,0,neutral
981,981,982,"yes, lv u sallu bhaijaan..","yes, i love you.",2,positive
982,982,983,Sir ji apni kise s wada keya hi,who is your only self?,0,neutral
983,983,984,Lanat ho bajrangi shaitan par lanti slman,lant ho bajrangi shaitan par lanti sliman,0,neutral
984,984,985,hume bhi party chahiye,i want too,1,positive
985,985,986,flop movie kutta salman,flop movie gutta salmon,-2,negative
986,986,987,Yes I'm ready u luk so handsome bhagwaan aapko buri nazar se bachaaye,"yes, i&#39;m sorry, god save you from the evil eye.",0,neutral
987,987,988,salman tujhe to alha ka brkt h ..jo tme kharab bole uske ghrme jurjate h ( thats means haram khor ka khandan ) ok,"salman, you are blessed by allah. he who speaks harshly, his house is full of thorns (thats means haram khor k khandan).",0,neutral
988,988,989,Eid kab hain? Jis din Salman ki filim release hoti hai.,what is eid? this is what happens when a movie is released.,0,neutral
989,989,990,voh toh haii,it is there,0,neutral
990,990,991,"Ied mubarak ho salmaan g.khuda se dua hai,aapki ye movie bhi badi hit ho,aapki last movis ki tarah.","eid mubarak be salman g. i pray to you, that you may be very good, like your heart.",2,positive
991,991,992,Apki movie me sbko bolna hai jai siya ram tab eed manegi acchi..,"in your movie, you have to talk like this.",2,positive
992,992,993,bhai jaan jaisa koi nhi mai super man bhai jaan ka fan.,there is no such thing as a superhero.,-1,negative
993,993,994,Eid ke din salman apni maiya chudae,"on the day of eid, salman kissed his mother",0,neutral
994,994,995,sabki jaan salman khan.,everyone knows salman khan.,0,neutral
995,995,996,Nahi to ye mat soch ke tu fanna nahi hoga ye khyal tera jhutha h,"otherwise, it will not be as easy as it is thought to be.",1,positive
996,996,997,Ha bhai salam,yes,1,positive
997,997,998,my sallu bro always mindblowing salam sallu bhai,my sally brow always mindblowing slam sally that,-2,negative
998,998,999,iss bar eid ki party bhai ki tarf se..,ishtar eid&#39;s name is from that,0,neutral
999,999,1000,M aapko mis kar rha bhaiya kab aayega big boss plz reply karna,"i&#39;m sorry to hear that, but i&#39;m sorry to hear that.",-1,negative
1000,1000,1001,Salman Khan Teri film flop jayegi tu musalman nhi h tu kafir h,salman khan teri film flop jayegi tu musalman nhi hutu kafir ha,0,neutral
1001,1001,1002,Don't wary always be happy insaallhatala aap ke film sb se jada box office me kamane wale film hoge,there will always be movies in the box office that will always be happy with your films.,3,positive
1002,1002,1003,Amazngg bhaijaan.. Love uuh koi kuch ke le mai toh 1 st day 1 show jaunga..,amazng bhaijaan lowe ooh koi kuch ke le me toh 1 st day 1 shove jong 4,0,neutral
1003,1003,1004,salman khan ek achhe enshan hai mere bhai hai,salman khan ek achhe action hai meri bhai hai,0,neutral
1004,1004,1005,Ab kis baat bheek mang rha rha hath faila kr eid pr,"if you have any questions, please feel free to contact us.",1,positive
1005,1005,1006,eid mubarak bhaijaan in advance,aid mubarak bhaijan in advanca,0,neutral
1006,1006,1007,Party to tab hogi jab life mein pretty hogi and pretty life hogi and pretty hi my beloved wife hogi,party to tax hogs jaw life mein pretty hogs and pretty life hogs and pretty hi my beloved wife hogs,1.5,positive
1007,1007,1008,kamina salman yehi bolna chare ho na maqsood bhai,"this is what kamin salman is talking about, not maksood",0,neutral
1008,1008,1009,Pirty toh aap k sath karni thi boss,pirtya toh apk sath karni thi boss,0,neutral
1009,1009,1010,ramzaan or eid mubbark ho salman bhai 8863960135 mai aap ka wait,ramadan or eid mubarak ho salman bhai 8863960135,0,neutral
1010,1010,1011,Hum to hamesa tayaar rehte hain..bas aapki aane ki deri hoti hai..;-),we are always ready. just your arrival is delayed. ;-),-1,negative
1011,1011,1012,oui salman khan,oui salman khan,0,neutral
1012,1012,1013,aap Kavi hamare orissa me to aao,"come to your poet, our oris",0,neutral
1013,1013,1014,salman bhai main apka bahut bada fan hu mujhe apki bahut pasand aata hain.,"i really like salman, i don&#39;t like him very much.",2,positive
1014,1014,1015,i love u saiman ji main apka bohat bada fan hon sir mujhe aap par pora brosha hai aap mujhe back msg karo ge main aap se jab melunga na main apko acting dekhaoonga,"i love you so much that i have your own brochure, you can kiss me, i will kiss you, i will kiss you, i will kiss you.",2.2,positive
1015,1015,1016,sallu bhai ilove you,sallu bhai ilove you,0,neutral
1016,1016,1017,Bhai tyohaar to bhai ka hai tou wo humara hua na,"brother festival, brother is there, you are hummer",0,neutral
1017,1017,1018,Salman tum baishram ho pahlai Nam ka Matlab janlo pir samjo gai,salman tum bashram ho pahl namke matlab janlo pir samjo gai,0,neutral
1018,1018,1019,Warna tumhari khairnah ha or waisabi eid to abi nahi hai kuch Dino baad hai,"you are not happy, but you do not want anything, it is bad after few days.",0.3333333333,positive
1019,1019,1020,Sir me apka big big fan hu mujy apse call pe bt karni hai ek bar sir mera contact num 03356507139 Skype I.d abdul.rehman6731 plzz contact meabdul.rehman.sahabto,only in my big big bhu fun mujh apse c alk b ut karni hai exer sar mere c oont ck num 033585501313 skpe i d abdul.,2,positive
1020,1020,1021,Bhai logo sbse bda dharm insaniyat usko follow karo,follow the logo of all religions,0,neutral
1021,1021,1022,Iss bar BJP ka kutta Muslim pe dhabba aanne wala hai eid k din jaha b ye kutta aayega jute mar k bhagao sale k ghar me ghusu,ishtar bjp dog is a blot on a muslim,0,neutral
1022,1022,1023,Ye koun kutta bola,speak this dog,0,neutral
1023,1023,1024,Yahi to sab log chahte hain ki hum lade aur tum log vohi kr rhe ho,this is what everyone wants humlade and you are doing.,0,neutral
1024,1024,1025,Ashu Singh tu kya janta hai,why is ashu singhu born,0,neutral
1025,1025,1026,Ashu yar bs kro. . .,impure bros. . .,0,neutral
1026,1026,1027,Pk??..agar bhagwan ko pujne ke liye ek chhoti si murti ki jarurat ni hai to tum bahanchod hizdo ko itne bade maszid ki kya jarurat hoti hai DHILE LAND KI PAIDAISHO??,"if you need an idol for worshiping god, then why do you need such a big mosque?",1,positive
1027,1027,1028,Abdul raheem bhai iske nhi samajh aayga mu bhat hai sala maners to hai hi nhi isme isko samjhan khde ke aage been bajana hai,abdull raheem bhai iske nahi aayen mu bhaat hai sal manres toh hai nhi isme isko sangjhan khade been bajan,0,neutral
1028,1028,1029,Ashu Sing tumhari saat howa hoga tum logo ka Mandira mai haa,ashu sinh tumhari saat hoav hoge thou temple,0,neutral
1029,1029,1030,Bhupender Panwar ab tum mojsai q poch rahai ho ka mai Kon ho,bhupendra panwar abtum mojsai is asking who i am,0,neutral
1030,1030,1031,Yar ashu tm had par kr rhe ho. Plz bs kr yr. . .itna nonsense mt bolo,this is not the case. plz bs kryr. . speak so nonsense,-2,negative
1031,1031,1032,Ashu Singh tumhari baat hamai samag nahi arahi,ashu singh tumhari baat hai samag nahi arhi,0,neutral
1032,1032,1033,Abhi tak to bada dum tha tum logo ke laudo me?? achanak se dhile ho gaye??,abhi tak to bad dumt tum lodo hai ?? got freaked out?,-3,negative
1033,1033,1034,@bhupendra panwar..tu pakistan kyu ni chala jata 5 saal k liye..?,@ bhupendra panwaritu pakistin qi ni chalat jat,0,neutral
1034,1034,1035,Abey pakistaan ja kutte teri to hindi bhi sahi ni hai,"abey pakistani dog, your hindi is also correct",0,neutral
1035,1035,1036,aur har bhade ke tattuo se comment karwane wala har SALMAN KHAN musalmaan hota hai,and from the strings of her heart,0,neutral
1036,1036,1037,to tera matlb har bura kam karne vala aadmi musalman hota h Great thinking h bhai my midle finger salute u,"if you are a muslim, then you are a great thinker.",3,positive
1037,1037,1038,Aur jo chup chup ke bole chala jay vo hi asli hijde ki aulad hota hai ashu kutt,and whatever is said in silence,0,neutral
1038,1038,1039,sonya khan ek hijda musalmaan hai isey apna gender ni pata,sonya khan is ex-muslim,0,neutral
1039,1039,1040,Sonya tum ladka ho ya ldki jaldi btao ek kam h tum se,sonya you are a boy or a friend of a hurry,0,neutral
1040,1040,1041,"Musalmaan kabhi aage se vaar ni karta hamesha hijdo ki tarah pichhe se vaar karta hai,Pakistan ko hi dekh lo Muslim hijdo ka desh Hahahahahahaha","musselman is always a warrior in the same way as a hindu, look at the muslim muslim country.",0,neutral
1041,1041,1042,bhupender panwar hijda musalmaan hai,bhupendra panwar is a hijra muslim,0,neutral
1042,1042,1043,Bhupender bro sahi keh rhe ho isse bada chtiya mene apni zindagi mai nhi dekha yahi hai chutiya no1,"bhupender bro is right, i haven&#39;t seen it in my life since then.",0,neutral
1043,1043,1044,Advenced idd mubarak,अद्वेन् c एद् इद्द् मुबरक,0,neutral
1044,1044,1045,Aaj ki parti salman bhai ki eid ki parti,today is the day of salvation,0,neutral
1045,1045,1046,Uske baad last mai apne liye kuch lelungi,kuch lelungi for you,0,neutral
1046,1046,1047,Gracy Singh or salaman khan jodi ek sath dekhana chahata hu,i want to see gray singh or salman khan jodi xath,0,neutral
1047,1047,1048,Aur sab kaisa chalra hai,and the case is in progress,2,positive
1048,1048,1049,love uu shalluu,lowe o shallu,0,neutral
1049,1049,1050,I hate bajarngi bhai jaan. .. Salman,this is bajrangi. ॥ salmon,0,neutral
1050,1050,1051,Tum mere jaan ho bhai plz 1 bar call ya msg tu h to bola tha like ya comment karo tum padty ho na .,"you know, plz 1 brc allya msgtu hut bol tha like y c omento karo tumpadyat ho na.",2,positive
1051,1051,1052,A harami hai iski bhadwa ki mov mat dekna,a harem hai iski bhadw ki mowm mt dekne,0,neutral
1052,1052,1053,kisi ko harami kahne se pahle apne bare me soco.,"before you call someone harmi, sleep in your neighborhood.",0,neutral
1053,1053,1054,Salman khan Bajrangi kutta maa ka lauda bhenchod,salman khan bajrangi kutta ma ka loud venchod,0,neutral
1054,1054,1055,I think vai app padhtey hongey plzz mai appse milna chata hu,"i think i would like to have an app, please.",1.5,positive
1055,1055,1056,Koi mere se zyada bda sallu ka fan hai to to lagatar iss film k pahle show dekhega koi hai to add me,"if someone is more than me, then the first show of this film is shove dekhe koi toh aadde mein",0,neutral
1056,1056,1057,"Akhir show me apko kitne din tak dekte rahungi,?",how long will it take you to show up at the end of the show?,0,neutral
1057,1057,1058,bhai is kutte ki film mat dekho kyu apna paisa haram jagah le jaa rahe ho,"see the film in this dog, why are you taking your money everywhere",0,neutral
1058,1058,1059,Hanji paji tiaar aa jooba,hanji pazhi tiyar aa joob,0,neutral
1059,1059,1060,Bhai mujhe aapke sath acting karni hai main bhai aapke ghar ka kaam bhi kar doonga bhai mujhko mumbai le chalo bhai bhai plz bhai,"i want to work with you, i want to do your homework, please take me to mumbai, please.",1,positive
1060,1060,1061,tumne muje msg kya tha plz batao please,you mujhe mssg kya th plz batao placee,0,neutral
1061,1061,1062,pure bachio ki jaan lena hai kya aise pics dekha k,"there is a life of the whole child, why look at such a place.",0,neutral
1062,1062,1063,main ye pic dekhne ke liye taiyar hu salman bhai,i am ready to watch this movie,0,neutral
1063,1063,1064,salmaan sr.. Aap ne khud kaha k aap hr cmments khud read krte ho.. so kabhi reply ku nahi krte,सल्मान् स्र्॥ you yourself say that you are self-sacrificing. so never reply,0,neutral
1064,1064,1065,love uu shalluu,lowe o shallu,0,neutral
1065,1065,1066,m sallu ko etna love krta hu jisko nap ne k liye avi tk kuch ni bna,msallu ko etn love krt hu jisko napne kile avitkkuchni bn.,3,positive
1066,1066,1067,Maat dekho salman ke bajrange bhai jaan movies 2 ? Salman khan is not a muslim he is a hindu becous Allah sey SAAB SE BAA GUNAA HAIN SHIRK TO Salman kahn shirk kar raha hain 3 KURAN KA farman haain saab se bara gunaa Shirk hain,"just look at salman&#39;s bajrangi jan movies 2? salman khan is not a muslim, he is a hindu, but he is a polytheist, he is a polytheist, he is a polytheist, he is a polytheist",0,neutral
1067,1067,1068,Hum ka bole is kamine salman ke bare me bolna to bahut kuch hai I heat salman khan,"there is a lot to be said about iskamine salman, he said.",0,neutral
1068,1068,1069,apko salman bhai ki kasam mujhe add kijiya,"i swear by your salmon, add me",-2,negative
1069,1069,1070,Meri bhai jaan salman khan ilove you,mary bhai jan salman khan ilove yoo,0,neutral
1070,1070,1071,bhai mae tho tayar hae,brother,0,neutral
1071,1071,1072,bhai mai tu kabse tayyar sath me eid manege bhai roza the aj,bhai maay tu kaasse taayyar sath ayid menege bhai rose the aj,0,neutral
1072,1072,1073,Kya kare ho,what do you do,0,neutral
1073,1073,1074,Itni saari qurbani dene k baad fir bhi mai galat hoon,"after offering such a sacrifice, i will be able to accept it",1,positive
1074,1074,1075,Tumne bhi kabhi saath nhi diyaa to mai akhir galat ho he gai cograss,"whenever you have been together, i am all alone.",-2,negative
1075,1075,1076,Jaise tum apne waade k pakke ho waise mai bhi apne waade Ki pakki hoon,"just as you are sure of your promise, so too i am sure of my promise.",1,positive
1076,1076,1077,aslamo alaikum bhai,aslamo alaikumbhai,0,neutral
1077,1077,1078,very dhamaka song pichli baar jumme ki raat &iss baar party ki raat wow..party aapki taraf se iss party mehi kick hai..,vary dhamak songg pichli bar jumme ki raat &amp; isbar kyaat ki raat vovapartya is your favorite way of life.,2,positive
1078,1078,1079,Isna Muslim ko chalang kiya ha iska movie koi. Mat dekhna agr tum sab Muslim hoga to nhi dekho ge,"this is a muslim movie. if you are a muslim, you will not see it",0,neutral
1079,1079,1080,sallu bhai rocks,sallu bhai roxx,0,neutral
1080,1080,1081,Bhai jaan k se hai ap ghar wale k se hai ya film bajrangi bhaijaan qameebi ho gayi mujhe ko i d me add krna ha apko Ramzan ap sub ko Mubarak ho. Saad Khan pakistan Karachi .,bhai janke hai ap gharvale kase hai ya film bajrangi bhaijan kameab ho gayi mein ide aadkran ha apko ramzan app subko mubarak ho. sadkhan pakistan karchi.,2,positive
1081,1081,1082,BHAI boht acha hy bus aj ki jagah pr eid hona chahye thaeid ki prty meri trafcse ..Jai hoo bhaii,"well, at least i didn&#39;t go down without explaining myself first and foremost.",0,neutral
1082,1082,1083,Bahut bahut badhai ho bhai jaan aapki aane wali flim me hum logo ka sabka subh kamnaye.he,there are so many types it&#39;s hard to say.,-1,negative
1083,1083,1084,mai salmaan bhai ka baho..t.. bada fan hoon ..,i am salman bhai ka baho. let it be bad.,-3,negative
1084,1084,1085,"Tayyr,hai sllu bhaijaan","tayyar, hai slayu bhaijan",0,neutral
1085,1085,1086,sem 2u bhai,sem 2 is the same,0,neutral
1086,1086,1087,Nice song aaj ki patry meri tarf se,nca songzhaj patriya meri tarf se,0,neutral
1087,1087,1088,insa-allah ye sare record torogi,insallah,0,neutral
1088,1088,1089,apko bhi mubarak,apko bhi mubarak,0,neutral
1089,1089,1090,"ab apko nice,gud,handsome etc bolke kya faida..Ei sab bohot chota word hai ap k liye..ap mera fav actres ho pls Cl me on this nmbr..919593871431..<<Agar ho sake to>>..Pls..''","ab apko ni c a, gud, hndsome etc bolke kya faid.<agar ho sake to> &gt; ॥प्ल्स्॥ &#39;&#39;",0,neutral
1090,1090,1091,koi pasand ni karta teri film ko or band kar ye tamasa,koi pyaar n kart teri film o,0,neutral
1091,1091,1092,salman kaha good. film bajrahgi bhaijaan oldbasyt walkam,go to salman. film bajraghi bhaijan oldbasyaat valkam,0,neutral
1092,1092,1093,Aba es photographer sa achi photo to ma khich la ta hu sala q tera 2 maru ga chitiya sa la tera baap ko ati hai photography ..,"now esphotographers, if i take a good photo, i will take a photo of him.",3,positive
1093,1093,1094,Advance mai eid mobarak bhai,advnc a me aidmobarakbhai,0,neutral
1094,1094,1095,Salman khan am exited 4 ur n3w film #bajrangi #bhaijan ..,salman khan,0,neutral
1095,1095,1096,gulmira ne kya likha h. . . .,what did gulmir write? . . .,0,neutral
1096,1096,1097,Salaam bhai aap ye accha kaam nahi karre,please don&#39;t do your best,2,positive
1097,1097,1098,bhai tumhara ghar or ghar ke share log islaam ke naam par kaala dhappa ho islaam se judi koi bat nahi he tumain,"bhai tumhara ghar o ghar ke shaare loga is the name of islam, there is no question related to islam.",-1,negative
1098,1098,1099,Kye hal han Salman Bai,what a wonderful salmon,4,positive
1099,1099,1100,khuni saale chal jail ja,khuni saale chal jelj,0,neutral
1100,1100,1101,eid musalmaan ki hoti hai,aid muslim,0,neutral
1101,1101,1102,hi salman Bajrangi bhaijan,hi salman bajrangi bhaijan,0,neutral
1102,1102,1103,bhai party ke liye abke sab frnd tayar hain..!!,they are not ready for the future.,0,neutral
1103,1103,1104,party kha pai hoygi bhai,it will happen every day,0,neutral
1104,1104,1105,allah kare is khabis ki movie flop ho,allah are is habit i movie flop ho,-2,negative
1105,1105,1106,Eid mubark ho bhai jaan advance mai it's emerjancy plz,eid mubarak ho bhai jaan advanc a main it&#39;s emergency plz,-2,negative
1106,1106,1107,hamaare duvaa aapke saath he bhijaan ham aapke leye kuch bhe kr sakte he,"our friends are with you, we can help you",2,positive
1107,1107,1108,Aaj ki party bhai ke taraf se,from the side of brother,0,neutral
1108,1108,1109,Film release bhi hogiApki taraf se party bhi hogiOr aapki zholi bhi bhar jayegiTension nahi lene ka bhai Hum sab aap k sath haiWish you all the best,the movie relays will also be on your side and you will not be able to fill in the blanks.,0,neutral
1109,1109,1110,Salman bhai ap mujhe bhot pasand ho,i really like salman,2,positive
1110,1110,1111,Dukkar h salman suwar kahi ka,dukkar h salman suvar kahi,0,neutral
1111,1111,1112,Mr. salman ajkal aap k setare gardish mai aapko sarf 8 hazar comment aate hai oh ho,mr. salmon ajkal,0,neutral
1112,1112,1113,bhai jan kya baat haii.,why are you born?,0,neutral
1113,1113,1114,Aaj ki iftar party meri taraf se invition hai bhaijan apko pure pariwar ke sath,aaj ki iftart prati meri taarvati hai bhaitjan aapko with complete change,0,neutral
1114,1114,1115,Party with salman & bebo kon miss krega,party with salman &amp; bebo con mrs craig,0,neutral
1115,1115,1116,Wah bhai wah,there,0,neutral
1116,1116,1117,Bole to ekdum hit apne sallu bhai ki picture jhakaas,"if you say so, it will be for your own good",3,positive
1117,1117,1118,yaar bhai jaisa to aur koi paida hi nahi ho sakta I LOVE YOU BHAI,there is no other product like this,0.5,positive
1118,1118,1119,hi salman vai eid mubarak,he salman v eid mubarak,0,neutral
1119,1119,1120,apki bht bht bht bht bari fan hon pakistan se,your partner,0,neutral
1120,1120,1121,kya ye dawat garib or yateemo k liye bhi hai,is it due to the divine glory or yatemo,2,positive
1121,1121,1122,@lwayz ready 4 uh salman sir..,@way ready 4 up salmon sir..,0,neutral
1122,1122,1123,yaahi bhut bari party he ap ki taraaf se,i am suffering from evil,-2.5,negative
1123,1123,1124,eid mumbar ho aap ko..,eid mubarak is yours.,0,neutral
1124,1124,1125,aaj ki party meri taraf se salman bhai,aaj ki patrat meri pari se salman bhai,0,neutral
1125,1125,1126,vry vry beautiful song. ..,vry vry beautiful song. ॥,3,positive
1126,1126,1127,Selfie le beta jb marja0ge jb Qaber m ja0ge tb Allah tje dakhega ghtya h0 tm really,self le beta j marja0ge j saber m large to allah the dakhega petya he tm really,0,neutral
1127,1127,1128,Bhai ied mubaraq,bhai ied mubarak,0,neutral
1128,1128,1129,"Bohot accha hai . Aaj ki party mari taraf se , sab ko bolo utre flak se . Nice","bohot is achch. from the side of the dead today, speak to everyone from the floor. नि c ए",-3,negative
1129,1129,1130,Kaise hai bhai aap achha rhiyega to hum v rhenge vRna aap jante hai,no matter how good you are,1,positive
1130,1130,1131,Jo b ho par main aap se bhuut pyaar karty ho salman,"whatever happens, i am demon-possessed by you, salman",0,neutral
1131,1131,1132,Salman khan Teri maa ki chuth aur Teri bahan ki chood,salman khan teri ma ki chooth and teri bahn ki chood,0,neutral
1132,1132,1133,Yeh kaun boodeh ke peechhe padi hai bina makeup ke dekhle bhaag jaogi.,who is lying next to boodeh without running away from mekup.,0,neutral
1133,1133,1134,Bhai aapki movie hum hit karenge koi kare ya nare,maybe your movie will benefit someone,2,positive
1134,1134,1135,Bhaijan eid Mubarak Aap ko pyaar karty ho,bhaijan eid mubarak is your beloved,3,positive
1135,1135,1136,Bhaijan tumara fon nombar chaie do na eid Mubarak bolne ka,don&#39;t call me on my phone number,0,neutral
1136,1136,1137,Salam lekum bhai jaan ramdan mubarak ho aap ko,blessed is he who comes in peace,2,positive
1137,1137,1138,Awa ge jaroor,av gay,0,neutral
1138,1138,1139,chicken song iw awesome bhai,chicken song in awesome that,4,positive
1139,1139,1140,Kyun bhai Aj kyun nahi Kal kare so Aaj KAR..,"because brother is not doing it, so do ajar",0,neutral
1140,1140,1141,woww omg aaj kyu nahi ..love u salman,vovv omg ajku nahi alove u salman,0,neutral
1141,1141,1142,Kay baat hai bhai jaan..,how are you?,0,neutral
1142,1142,1143,main to ab jaa hi nhi rha aur khin kal tk..yhi rahunga,i am like you and i will be happy,2.5,positive
1143,1143,1144,hum intazar karenge,we will wait,0,neutral
1144,1144,1145,Sallu tumhe pta bhi h ki tum iss red pathani kurte me kya jabardast lag rahe ho..koi bhi ladki mar jaaye tumhare liye to..ummaahh?,"sallu, do you feel that you are feeling so stressed in the famous kurta koi, that i am going to die for you.",-1.333333333,negative
1145,1145,1146,aap ki EID ki party me hum ainge bhai,we are in the midst of your eid,0,neutral
1146,1146,1147,Lov ew xo much salman,lov avksho muchsalman,0,neutral
1147,1147,1148,Han bhaijaan jaisa aap kaho..best of luck for bajrangi bhai,हन् भैजान् जैस आप् कहो॥,0,neutral
1148,1148,1149,super cool cool bro,super cool cool brow,1.666666667,positive
1149,1149,1150,super jodi kreena sallu,super jodi craen sallu,3,positive
1150,1150,1151,"oh my god ,i cnt belive.. i'll be thr..pls be my frnd salman..$$","oh my god ,i cut believe.. i'll be the..pus be my find salmon..$$",0,neutral
1151,1151,1152,Super duper hit hai bhai ..,super couple is good,3,positive
1152,1152,1153,Teri maa ka,in you,0,neutral
1153,1153,1154,nice pic bajarangi bhaiya,नि c ए पि c बजरंगि भाई,0,neutral
1154,1154,1155,Iam waiting salman bhai,am waiting salmon that,0,neutral
1155,1155,1156,Vadiaa veer ji,vadiya weir zi,0,neutral
1156,1156,1157,I don't like salman khan madharchod randy ka ladka harami kafir,both of them are salman khan madharchod randyak ladk harmi kafir.,0,neutral
1157,1157,1158,aadab salman ji,adab salman,0,neutral
1158,1158,1159,Sure i ll 3:30 Ko kya me toh 2:30 Ko hi facebook me rahungi,"sure surrender at 3:30 pm, i will be staying at fifco evoque at 2:30 pm",0,neutral
1159,1159,1160,abe chutiye kabhi namaz bhi pad liya kar,abe chutiya sometimes,0,neutral
1160,1160,1161,Salman mere jaan muuhhaa,"salman, my dear",2,positive
1161,1161,1162,Goodluck for bajarangi bhaijaan,goodlukk for bajrangi bhaijan,0,neutral
1162,1162,1163,Musalman log khilaaf hogaye iske saari ijjat dho dega kya is pic mei,"musalman will be against it, i will wash my honor",2,positive
1163,1163,1164,theek hai mujhe to lagta hai main ye film dekh chuuka hu sabhi loog iss film ko apne aap se relate karenge,thaik hai main to lagta hai main deh loge iss film,0,neutral
1164,1164,1165,salman bhaijaan eid mubarak aapko ho,salman bhaijan eid mubarak is yours,0,neutral
1165,1165,1166,Aap sabki madad karte he meri friend ki help kar dije pliz,please help my friend please help me.,1.5,positive
1166,1166,1167,Salman ab tak to hum aapke bohut bade fan the lekin ab nahi ..Kyon k aapne musalmaan bhaiyon ka bohut dil dukhaya hai I hate u..,"salman abt tak, we were very fond of you, but i am not saying that you have the pain of musalman bhaiyon.",0,neutral
1167,1167,1168,Assalamu alykum bhaijaan Eid mubarak ho bhai or aap bahut ache insaan ho good luck,assalamu alaykum bhajan aid mubarak ho bhai or you are a very good person goodluck,3,positive
